,review
3,"Virkelig fremragende pizzaer med gode toppings og især en utrolig lækker bund og skorpe lavet på surbrødsdej. Betjeningen var fin dog uden at være bemærkelsesværdig hverken på den gode eller dårlige måde. Eneste minus var, at bordene stod meget tæt ved de to-mandsborde vi sad ved. Men ellers en rigtig hyggelig atmosfære på restauranten."
4,"Inde i kødbyen finder man Mother. Dagen for besøget var restauranten fyldt helt op, og samtidig var der kø. Jeg var uheldig med mit valg af Pizza. Den var lidt blød og gav mig efterfølgende diarre."
5,"Nok en af Københavns bedste pizza restauranter, fantastisk lækkert og smagfuldt . Glæd dig, helt klart et besøg værd i fine omgivelser"
6,"Slatten pizza, som sjov nok var delvis brændt i bunden Personalet var høflige,men alt foregik på engelsk, Menukort var en ret i sig selv,da der var fedt og andre madklatter på begge vores kort"
7,"Dejligt spisested til en let frokost, super pizzaer og god og venlig betjening. Fornuftige priser, og en anderledes men rigtig hyggelig indretning"
8,"købte en pizza sidste uge. udmærket kvalitet og ventetiden var også ok,.Stedet er hyggeligt, men man kan komme ud for at betjeningen kun taler engelsk."
9,"Har tidliger besøgt den og fundet pizzaerne lige lovligt slatne med meget blød bund. Synes de var forbedret denne gang, og rigtig fint med pizzaer i børnestørrelse. Kan anbefales"
0,"Generelt tror jeg det er en god idé for en restaurant at specialisere sig. Bare have få ting på menuen men så lade dem være exceptionelle.

Mother laver surdejspizzaer og for pokker det er god pizza.

Som starter valgte vi en bruschette med tomater, basilikum, hvidløg og olivenolie.

Til hovedret valgte vi Porcella - pølse, karl johan, tomat og mozzarella og ""Burning Love"" mozzarella, kartofler, stegte løg og røget spæk.

Det hele var virkelig lækkert, smagfuld og lavet med kærlighed. Surdejen som pizzabund er virkelig en god kraftig smag og gjorde at brødet virkelig trådte frem i smagen og ikke bare var et fad til at holde lækre ingredienser.

Serveringen virkede dog lidt forvirret og fortravlet, men der er ingen tvivl om at det er flere besøg værd når pizza-sulten melder sig."
1,"Her har jeg flere gange fået fuld valuta for pengene, hvilket skal ses i lyset af at jeg egentlig slet ikke er til pizza. Men her er de bare virkelig gode og pengene værd. Man skal huske at booke et bord, hvis man skal være sikker på en plads. Eneste minus er akustikken i lokalet som gør at det kan være lidt svært, at tale sammen blandt mange mennesker. Om sommeren er det skønt at side ude."
2,"Vi ville reservere bord i Mother, men da de holdt deres egen fødselsdag kunne vi ikke gøre det. Til gengæld fik jeg en mail tilbage om at de serverede gratis pizza/vin/øl kl 5.
Så vi tog derned kl 5, og fik at vide af en ikke særlig imødekommende 'manager' at det var ikke gratis alligevel før senere... vi bestilte dog pizaaer og fire øl. Og da pizzaerne ankom var de ikke bagt færdig. De var som om de havde ligget i pap på en 8 km cykeltur...vi kunne ikke få kontakt til en tjener - der i øvrigt meget internationalt-checket kun taler engelsk allesammen .. well... Det hele endte med at vi betalte 360 kr for de dårligste pizzaer i byen. Tror der går noget tid inden vi igen finder på at gå ind på denne ellers meget smagfuldt indrettede urbane provins-pizza-snask!"
3,"Dejligt første besøg. Spændende koncept med pizza på surdej. Hurtig og effektiv servering, lækker mad. Menukortet lidt for smart og næste ulæseligt. En god ide at bestille bord på forhånd."
4,"Vi var 3 mennesker - blev vist hen til vores bord efter et stykke tid. Fik hurtigt afgivet vores bestilling - åbenbart for hurtigt, for vi fik aldrig 2 af de retter, vi havde bestilt. Vi gjorde dog ikke vores tjener opmærksom på det, da hun ikke var i jordens bedste humør.. Pizzaerne var dog ok - ikke mere, og øllene var gode.
Hvis der lige bliver strammet op på tjenerfronten, kunne det blive helt godt. Men hypen omkring stedet er mig en gåde. Gå hellere 100 meter længere ned ad Sønder Boulevard til Itzi Pitzi Pizza og få en bedre pizza til halvdelen af, hvad du betaler på Mother :-)"
5,Total trendy restaurant i kødbyen . De laver det bedste pizzaer det er lige som i Italien. Tynde bunde med velvalgt fyld og ja det er pizza når det er bedst. Hyggelig folkeligt og uhøjtideligt.
6,"Det var da uden tvivl en fantastisk pizza - men dog stadig bare en pizza, så må indrømme at 165,- er mere end hvad jeg synes en pizza er værd. For mit egen vedkommende er det fint at personalet ikke er dansk, og kun taler engelsk, men jeg så flere par (lidt ældre) der opgav, da de ganske enkelt ikke kunne forstå engelsk og ikke forstår hvad de skulle (man deler bord med andre, og meget tæt) - så det blev bare sådan lidt for smart til mig - eller også er jeg bare ved at blive gammel :-D"
7,"Vi kom en stille onsdag ved frokosttid, hvor ca. 1/3 af alle borde var optaget. Vi delte en forret med skåret pålæg og foccacia og drak italiensk øl til (der er to slags at vælge imellem, vi tog én af hver). Det var en god start, alt smagte godt og solen skinnede. Efter lang tids venten kom pizzaerne...slatne, våde og totalt smagsløse (bortset fra den halvbrændte bund). Øv for en skuffelse - det besøg var absolut ikke 405 kr. værd!"
8,"Her sidder du side om side med folk der bor på Vesterbro på bænke udenfor og lækre træborde indenfor. Der er et stort åbent køkken med en skøn stor pizzaovn.
Vi fik den lækreste pizza med mozzarella, kartofler, løg og røget spæk. Derefter fik vi Tiramisu og Panna Cotta. Vi drak to skønne italiensk fadøl til og en kop kaffe. Alt alt superlækket, uden dikkedarer. Der var et meget serviceminded personale og mange ansatte, maden kom hurtigt efter bestillingen. Vi kommer igen for at prøvesmage Antipasti og Lasagnen en anden dag."
9,Mother har uden sammenligning de bedste pizza'er i København. Priserne er rimelige og betjeningen er hurtig og venlig. Husk dog altid at bestille bord - det er rift om dem om aftenen!
0,"Ved det er et In-sted men man kan godt lave menukortet på dansk, så der ikke sker misforståelser. En rigtig god oplevelse og bestemt ikke sidste gang vi besøger Mother. Ringede for at bestille bor men det var ikke muligt. Så vi tog chancen og gik forbi alligevel.... godt tænkt :)"
1,"Her er ganske vist (italienske) forretter, men ellers består menukortet kun af pizza. De er ok... Men faktisk skal man komme her for den urbane stemning og menneskemylderet foran og omkring restauranten. Og nåja, så er deres tiramisu rent faktisk også et besøg værd."
2,"In-sted for ikke mindst unge mennesker. Men kan dygtigt bruges selv i forretningsøjemed. De er tro mod deres koncept, og serverer noget simpelt men god mad."
3,"Rigtig gode pizzaer. Betjeningen taler ikke dansk, så ham der tog i mod os troede vi ville have take away, og vi måtte vendte længe på regningen Pizzaen kom hurtigt"
4,"Meget gennemsnitlige pizzaer. Havde høje forventninger til stedet, da der har været meget omtale om restauranten. Men jeg blev skuffet, da pizzaen var meget gennemsnitlig. Pizzaen var også alt for blød i bunden. Service var langsom , og der var flere fejl i bestillingen."
5,"Pizzaerne var rigtige gode. Bunden var god og fyldet rigelig. Så det var velsmag til sidste bid. Desuden har de også gode antipasti, salater og klassiske desserter, hvor calzone med ricotta og nutella var en del bedre end jeg kunne forestille mig inden den kom på bordet."
6,Omgivelser og maden er virkelig gid her og til priser der er acceptable. Vi var 6 personer som smagte 5 forskellige forretter og 3 forskellige hovedretter hvor af den ene var dagens speciale. Alt var perfekt tilberedt. Jeg kommer gerne igen.
7,"Jeg kommer ofte ho Mothers og får mig en pizza eller noget salat, de er usædvanlig dygtige til at servere det særdeles delikat. Stedet er simpelt indrettet i et tidligere slagterbod i Kødbyen."
8,"Super gode pizza'er der næsten smager som dem jeg har fået i Italien. Dog er prisen relativt høj, når man tænker på, hvad produktet er. Så det skal man nok bare lade være med, og i stedet nyde maden :)"
9,"Var der med vores børn og nogle venner. Vi fik hurtigt vores bord (var der ca kl 1715) og efter at have bestilt kom pizzaerne ca 10-15 min senere.
Tjeneren var god og foreslog en ændring til vores bestilling da vi ville fjerne ingredienser på børnenes pizza

Der var god smag i pizzaerne og de har en fin størrelse, men jeg var ikke importeret over mængden af fyld.

Tager man prisen med ind i billedet (ca 130-150kr) er kvaliteten ikke høj nok."
0,"Min familie var hos Mother for at fejre en fødselsdag. Vi var 7 personer og fra starten var personalet smilede og opmærksomme !
God betjening og maden kom på samme tid til alle 7 selvom vi havde bestilt forskelligt !
Dejlig mad både pizza som de er kendt for og deres desserter. Det eneste var at der var meget støj så man havde svært ved at høre hvad ens familie sagde."
1,"Hyggeligt sted i kødbyen, fint sted en god sommerdag i København, man skal dog væbne sig med meget tålmodighed, vi ventede 2 timer på en Pizza, og det er for længe, personalet er rar, men fortravlet. Pizzaen er rigtig god men den ligger også i den dyre ende."
2,Mother er et relativt nyt og meget trendy spisested i Kødbyen. Desværre lever det ikke helt op kvalitetsmæssigt til stedets åbenbare popularitet blandt et ungt publikum. Jeg fik en panini med salami. Den var meget slatten. Indholdet var bare blevet nærmest smidt ind i den og salami var der ikke meget af.
3,"Pizzaerne på nabobordet så appetitlige og fristende ud. Menukortet var varieret og traditionelt. Vi var derfor skuffede og oprørte over den slatne pandekage vi fik serveret. Vi er alle erfarne pizza-elskere, og har spist forskellige variationer af denne fastfood over hele verden, men dette var noget andet. Af hjemmesiden ser jeg herefter, at dejen, som klart var speciel, var en ""sourdough"", som de skriver på udenlandsk. (Ingen danske version). Knivene var ikke indrettet til at skære i denne seje brødpandekage, som vi gjorde som stamgæsterne, foldede den sammen og bed af den som en gammeldags ""klapsammen mellemmad."" Restauranten bør på menukortet gøre opmærksom på, at dette ikke er en pizza, men blød brød med pålæg."
4,"Deres pizzaer ser skønne ud. Betjeningen er god, og vores tjener var sympatisk og dygtig til at besvare spørgsmål. Prisen for en pizza var omkring 150 kroner.

Problemet med dette sted, er at deres pizzaer på ingen måde smager som de ser ud. Det ligner at skorpen og bunden er sprød både i virkeligheden og på billeder, men det forholder sig på ingen måde sådan. Vil nærmere sammenligne skorpen med smagen af utilberedt snobrød.

De har alle forudsætningerne for at kunne have en italiensk restaurant, man ville komme tilbage til igen og igen. Synes det er ærgerligt at de ikke gider udnytte det, for så svært er det heller ikke at lave en pizza."
5,Populært og trendy pizza restaurant. Jeg syntes dog at Pizzaerne er bløde i dejen. De er ikke som dem man får i Italien. Min teenage unger syntes her er fedt.
6,"Fortættet og travl stemning. Ikke meget italiensk pappa-stemning, men hurtig og venlig betjening - selv når der er rigtig travlt. Super pizza med tynde, knækbrøds-sprøde bunde. Gode råvarer på toppen. Okay priser også på drikkevarer."
7,"Vi havde desværre sat forventningerne for højt, da vi på en stille frokost besøgte restauranten.
Vi bestilte bestilte to gange dagens ret - kanin - og en pizza. Kaninen var flot stegt men var underkrydret. Mest skuffende var pizzaen, der på trods af den brankede skorpe var slatten som en karklud. Det var helt umuligt at tage et stykke med hænderne."
8,"Jeg var der sensommeren 2014. Lækre, velsmagende pizzaer lavet på surdej. Som med de fleste andre Kødbyen spisesteder, er det holdt autentisk med hvide fliser i det åbne køkken. Man kan sidde både ude og inde - perfekt til en dansk sommeraften eller frokost, da det ligger på solsiden."
9,"Morher ligger lidt inde i Kødbyen på ""den rigtige side"" i forhold til aftensolen. Der er også en lang række borde og bænke udenfor, hvor man kan nyde en drink elle sin aftensmad. Menukortet består af nogle forretter, forskellige brucettaer og en række pizzaer. Det hele smage meget autentisk italiensk og er helt sikkert et besøg værd. Eneste lille minus, er at man ikke skal regne med megen intimitet da restauranten oftest er ret fuld og akustikken ret dårlig.
Men helt sikker et genbesøg værd."
0,"En god oplevelse, hurtig service og en super lækker og flot anrettet stenovns-pizza, der virkelig smagte godt. Her sidder man i de gamle slagterrum med de slidte hvide gamle fliser og fornemmer, hvor kødet blev tilskåret i gamle dage. God atmosfære :)

Men hvorfor skal så mange steder i København kun ha' engelsktalende personale? Jeg taler udemærket engelsk selv, men føler mig helt malplaceret, når jeg tvinges til at tale udenlandsk i en dansk restaurant."
1,"Lækre italienske pizzaer på surdelsbund. Ulemperne er, at betjeningen tager lidt tid, og priserne er i den tunge ende af pizzaskalaen. Omvendt så får du også en rigtig god pizza for pengene.

Absolut pengene værd.

Det ligger i Kødbyen, så det vrimler med mennesker.

Fun fact: De stille sol creme til rådighed.

Personalet taler vist ikke dansk. I hvert fald ikke de 4-5 stykker jeg talte med."
2,"En søndag i maj, hvor det var rigtigt dejligt vejr, skulle vi have lidt frokost. Vi kom klokken 15:00, klokken 15:10 var vi klar til at bestille maden. Vi bestilte. Klokken 15:40 spurgte vi tjeneren, hvor maden blev af. Hun sagde de havde 30 minutters ventetid, så vi skulle forvente at maden kom indenfor 5 minutter. Det gjorde den ikke!! Den kom 16:10. Vi havde bestilt 3 pizzaer! Pizzaerne var OK, men ikke i forhold til prisen. Prisen var mellem 140-155 kr. pr. stk. Så min bedste anbefaling er, at finde et andet sted at spise. Du vil uden tvivl få maden hurtigere og billigere og antageligt ligeså god."
3,"Jeg spiste brunch på restaurant Mother dagen efter Kristi Himmelfart. Fint sted med masser af plads til at sidde udenfor, uden man sidder lårene af hinanden. Masser af udvalg i mad, men nogle lidt anderledes ting end normalt, ikke en ""morgenmads brunch"""
4,Skøn betjening og endnu bedre mad. In-sted i kbh hvor folk kommer for at hænge ud inden de skal ud i nattelivet.
5,"Spiste på mother d. 2. maj med min kæreste, for første gang.
Utrolig lang kø for overhoved at komme til. Da vi så bliver sat ved et af de (MANGE) borde udenfor så går der 15 min før de gamle tallerkener fra gæster det før bliver fjernet og til at vi får lov til at bestille mad og drikkevare. Så går der 15 min før vi får vores drikkevare og i alt går der 50 min før vi får vores mad! Parret ved siden af med barn fortæller at de har ventet en time og ti min! Heldigvis for Mother så har solen skinnet hele dagen og vi er i godt humør, så vi joker med at så har pizzaerne også bare at være gode. ;) Desværre så var det en stor skuffelse. Vi bestilte Peperoni&Peperoni og Prosciutto. Peperonien's fyld var ok men alt for blød bund, desværre var Procsciutto'en endnu værre, da fyldet intet gav og pizzaen kun smagte af blød dej.
Da vi så vil betale tager det 10 min at få fat i en tjener og derefter går der 15 min før vi får regningen!
Summersumarum: Det var kaos - De søde tjenere eller kokke havde slet ikke tid, kræfter eller ressourcer nok til alle de mennesker der var taget ind! Mother overlevede kun den aften på at solen skinnede og den gode stemning der er i bland folk i kødbyen om sommeren, uden den havde de haft intet... øv.."
6,"Dejlig livlig restaurant og bar med autentisk stemning af fest og glæde. Menukortet byder på skønne starters og alternative pizzaer med spændende topping.
Personalet kan være lidt svære at forstå men er dejligt servicemindede så det betyder ikke noget. Det er en god ide at bestille bord for der var fuldt booket!"
7,"At kalde det en brunch er at give deres brunch for fin en titel. Det er standard italienske pizzaer, kun 3 typer ost og nogle kartofler og kedelig pesto pasta. I rummet ved siden af har de græsk yoghurt med to musli produkter man kan tage på. Disse to produkter er standard musli produkter som du kan købe i et normalt supermarkede
(De er let genkendelige) hvilket er virkelig skuffende. Præmisset om en italiensk brunch fejler noget så grusomt med deres sølle udvalg af italienske retter som blot er billig producerede pizza og pasta retter. Hvis det er en italiensk brunch må man forvente et rigt udvalg af retter derfra men det er langt fra tilfældet. Så prøver de at tiferssstille den gængse brunch kunde med kedelig yoghurt og musli morgenmadsprodukter fra netto. I italiensk tradition ville man forvente et rigt udvalg af lækre brød, men dette er langt fra tilfældet.
Hårde og ensartede stykker brød hvor de i sand italiensk(!?!!) tradition kan smide nutella og syltetøj på. Igen et sølle forsøg på at tilfredsstille den gængse kunde.
MEGET skuffende brunch og selv hvis man er vild med italiensk ville jeg ikke anbefale stedet til nogen. Især ikke til en pris af 160 kr."
8,"Mother er et skønt sted at tilbringe aftenen, udendørs på jævne bænke. Dejlig uformel stemning. Men kan Mother håndtere travlhed? Vor oplevelse er nok ' desværre Nej'. Pizzaerne er tilløbsstykket og forventningerne høje til pris på op til 150 kroner. Men det er bare alt, alt for meget for hvad der viste sig at være en standardpizza med et skægt, corny navn. Halvkold, hel-kedelig og ret uinspireret kunne slet ikke matche en god vin og ok anti-pasto. Ðesværre fandt jeg Mother oversolgt. Som bar toppen, som restaurant stadig på begynderstadiet"
9,"brunch på mother, er en fin madmæssig oplevelse. men anretning og håndtering af buffet afviklingen er ikke noget at råbe hurra for. vi havde bord i 1 ½ time og stod i kø til buffet i ca 30 min. alt for lille buffet, til alt for mange mennesker. opmærksomheden på at fylde op var desværre heller ikke stor. kaffen blev serveret, hurtigt efter bestilling, men var desværre kold, inden man havde fået hentet maden fra buffeten."
0,"Da jeg var der, var det kun muligt at bestille brunch, der eksklusiv kaffe kostede 160kr. Der var ingen introduktion, ingen velkomst, og som det senere skulle vise sig, et ringe udvalg på buffet bordet. Samtidig tog det mellem 15-20 minutter at nå til buffeten på grund af lang kø, og det meste af maden var kold, dog med en tilhørerende varm juice. Pizzaen var Tilgengæld god. Så hvis du alligevel går derind, så sørg for at tage pizzaen. Alt for dyrt, alt for fyldt, alt for travle og arrogante tjenere og alt for dårligt udvalg."
1,"Uformelt, og et virkelig godt sted at starte en aften i byen. Pizzaerne er flere niveauer over hvad man ellers finder i byen og deres brunch kan anbefales!"
2,"Gennem efterhånden lang tid har jeg hørt alle tale om Mother og deres pizzaer, har sågar i de fleste større aviser læst anmeldelser og alle anbefaler dette hippe sted. Nuvel det skulle prøves.
Det endte med at blive til frokost og ved at prøve deres brunch buffet. Populariteten var kommet mig i forkøbet og synes måske nok der lige var lidt for mange mennesker og svært at finde hyggen helt, men mere samlebåndseffekten.
Nå men man kommer jo først og fremmest for maden. Det var en god og alternativ brunch med masser af forskellige valgmuligheder. Alt fra den søde tand til friske sprøde pizzaer. Alt i alt ganske fint, men tror dog stedet skal prøves igen til sommer med muligheden for at sidde ude, kun få en pizza og måske knap så proppet."
3,"Efter at have læst anmeldelser ville jeg hente en pizza til aftensmad.
valgte en til 135kr med røget spæk og kartofler .
Hvilken skuffelse. Der var så at sige intet kød på , manglede komplet smag , men havde en meget kraftig røget duft .
Slet slet ikke 135 kr værd .
Hvis ikke det var take away havde jeg reklameret over det manglende kød"
4,"Hyggeligt sted og god betjening. Lidt skuffede over anonymiteten i den ene pizza, men ellers ok kvalitet på resten af maden."
5,"Menukortet på Mother er meget begrænset, men til gengæld så er deres surdejspizzaer de bedste jeg har smagt i byen. Ja de er ikke gratis, men jeg synes de er alle pengene værd. Pizzaen med svampe og Salcicci er min favorit."
6,"Når man betaler 135 kr. for en pizza så forventer man at den virkelig smager af noget. I stedet blev der serveret en ret anonym pizza hvor man hverken kunne fornemme kærligheden til håndværket eller råvarerenes påståede kvalitet.

Dertil var servicen så fortravlet at der aldrig blev spurgt til drikkevarer til maden."
7,"Det er et rart sted at være og man føler sig velkommen fra første sekund man træder ind af døren. Maden er enkel og tildels lækker - der ser ud til at være brugt gode råvarer men man skal nok øve sig lidt mere på at lave pizzaer, for alle 5 pizzaer vi bestilte, var bundene ubagte og det begrænsede jo ligesom smagsoplevelsen."
8,"Vi fik bestilt bord, men det var svært at få et bord og der var ikke så meget plads ved bordet, men stemningen var helt i top. Menukortene er på engelsk/italiensk og tjenerne snakker heller ikke dansk, men priserne er helt OK, forretter som bruschetta koster typisk 35 kr., antipasti lidt mere. Hovedretterne er udelukkende pizzaer og koster fra 75-145 kr. Man kan dog få en dagens ret som fisk og kød med salat til, men de annonceres ikke, man kan først se hvad det er på selve dagen. Pizzaerne er lavet som i Italien af surdej og med kødet i midten. De smagte rigtig godt men 2 af vores pizzaer kunne godt have fået en anelse mere i ovnen og den sidste havde fået lidt for meget, men smagen var helt i topklasse for pizzaer. Det tog noget tid før vi fik vores mad, men det var helt sikkert værd at vente på."
9,"Elsker Kødbyen og Mother er et af de steder, hvor det føles som om, man lige pludselig er rejst ud af landet og sidder midt i Italien. Dejligt sted!"
0,"dejlig oplevelse med dejlig pizza til 2 af os og 2 fik paninier, og de var meget tilfredse- et spisested med en helt speciel hyggelig atmosfære - absolut et besøg værd."
1,"Det var meget svært at få plads, men efter en gå tur på 1 1/2 time plus yderligere 40 min. ventetid, så fik vi bord 2110. Til gengæld så var der god servering, hurtig tilberedning og en Pizza ud over det sædvanlige.
Der kom stadig nye kunder ind efter 22 :-)
Stor ros til Mother!"
2,"Vi var to par som var inde for at spise lidt god italiensk mad.
Desværre var der problemer med hver servering de glemte den ene forret og den ene hoved ret glass til vinen ja så serveringen var bestemt ikke ok.
Jeg spiste bruchetta som var kold og manglede kryderi. Pizzaen var nok en af de kedligste pizzaer jeg har spist i lang tid og tilen pris af 145for en pizza burde den være topklasse.
Kaffen blev serveret i smp kopper men uden underkop og der gik max 2 minutter før vi blev bedt om at betale.
Alt i alt en skuffende oplevelse vi kommer der ikke igen."
3,"Mother er absolut et besøg værd. I det hele taget emmer kødbyen af spændende madtilbud, hvad end man er ude efter fisk, burger, fint eller som hos Mother, pizza. Her er pizzaerne efter min smag helt perfekte og selve stedet har en rar og ""laid back"" atmosfære, som sætter de perfekte rammer for en hyggelig aften, hvad end det er med venner, familie eller kæreste. Personligt har jeg prøvet alle tre ""variater"", og det har været lige hyggeligt hver gang! Derudover byder stedet også på et velarosteret vinkort samt få men lækre drinks."
4,Mother er en restaurant vi på det varmeste kan anbefale. Den fantastisk betjening i nogen meget specielle lokaler giver en god stemning fra første minut. God pizza ( ikke fantastiske) og vin sørger for en god aften med masser af hygge. Kan kun anbefale stedet. Vi kommer igen.
5,Fra første gang jeg besøgte 'Mother' har jeg holdt af dette sted. Det er et rart sted at være og man føler sig velkommen fra det sekund man træder ind af døren. Maden er enkel og lækker - der er brugt gode råvarer og det kan mærkes!
6,Trænger du til en god pizza og dejlig stemning er Mother bestemt et besøg værd. Lækre pizzaer og prøv en af deres starters.
7,"Uden tvivl den bedste og medt luksuriøse brunchbuffet jeg har smagt i København. Hjemmelavede italienske stenovns pizzaer(!), salater, juice, kage og tilbehør. Virkelig meget værdi for pengene ift hvad andre fesne brunchtallerkner tilbyder! De står og laver pizzaen ved siden af buffetten; så kan man altså tale om freshly baked! Det er dog også et populært sted, så det er en god idé at bestille bord :)"
8,"Super, kom lige ind fra""gaden"" - kl.20.15 - havde ikke bestilt bord - der gik kun 10 min så fik vi bord. Hurtigt betjening - og super gode pizzaer - kan anbefales"
9,"Mother er som de andre restauranter i Kødbyen, indrettet i den en rå og uformel stil. Servicen er ganske udemærket, men heller ikke mere. Deres pizza'er er rigtigt fornuftige, men deres antipasti i bedste fald ligegyldige. Et fint sted til en billig aften i byen eller til en pizza med kæresten eller vennerne."
0,"Mother er en skøn uformel og summende restaurant. Selvom man sidder meget tæt med naboen, fungerer det og der er altid en fin service. Fantastiske pizzaer som kun en sjældent gang afviger lidt i kvaliteten."
1,Hyggeligt sted med god smilende service. Fremragende pizza til absolut god pris. Spændende location midt i kødbyen.
2,Første gang på Mother var bestemt en rigtig god oplevelse. Maden var suveræn og priserne var faktisk helt okay. Vi fik en rigtig lækker vin dertil. En sommer aften er dette det helt rigtige sted at tage hen!
3,"Vi var blevet anbefalet at prøve Mothers pizza, af en af vores italienske venner, der syntes at stedet var anderledes end det utal af ""italienske"" restauranter der ligger overalt.

Anderledes er det !
Der er ikke mange steder du får pizzabunde bagt af surdej, og beliggenheden i kødbyen er heller ikke helt almindelig, og priserne er ligeledes et kapitel for sig selv, alt for høje.

Der var rigtig mange mennesker og det var godt at vi havde bestilt bord. Menukortet er dejligt overskueligt, og består af nogle få forretter og Pizza. Desuden var der et menutilbud på ""vægen""

Vi var jo kommet for at prøve pizza så vi valgte alle 4 en pizza (desværre).

Menuen så rigtig spændende ud, og pizzaerne var sjove at prøve men slet ikke pengene værd, ca 140 kr.

Steder er nyt, spændende og ligger et sjovt sted, men i længden er det ikke nok til at retfærdiggøre de alt for høje priser."
4,Snobbet og arrogant betjening. Kommer tilsyneladende til besvær. Kun supervisor kan tilsyneladende tildele bord og viser ingen vilje til at imødekomme simple ønsker. Tiltaler konsekvent på engelsk selvom der svares på dansk. Umådeligt arrogant.
5,"Vi besøgte stedet for at få en pizza til frokost og blev ikke skuffet, lækker stenovnbagt pizza som var det i Italien , det eneste lille minus var en lunken cafe latte."
6,"Vi besøgte stedet med vores voksne børn og valgte forskellige pizzaer som vi kunne dele og smage forskellige slags. Bundene af surdej var var helt i top, og de forskellige slags fyld faldt i alles smag. I tillæg var der en god stemning i de rustikken lokaler, og en venlig betjening."
7,"Det bedste alternativ til en kedelig cafe-brunch. Perfekt, hvis du vil have pizza til morgenmad - men ikke vil gå på kompromis med kvaliteten. 140 kr per person. All you can eat"
8,"Spiste der en søndag aften. stedet var fyldt op, maden kom hurtigt og smagte rigtig godt. Det eneste at sætte en finger på er at det ikke er et sted der indbyder til en intim snak der man sidder meget tæt"
9,"Jeg var forbi til forkost i dag, vi havde ret travlt da en i selskabet skulle nå et tog, det gjorde vi dem opmærksomme på og de sagde at maden ville komme hurtigt, vi bestilte pizza og vand, det kom forbilledigt hurtigt og pizzaen var outstanding, fantastisk bund, lækkert enkelt fyld og lutter gode råvarer.
Lokalet er indbydende og rustikt og stemningen med åbent køkken er dejligt, eneste småkiks var at tjeneren var pist væk da vi skulle betale og den anden tjener kunne af uvisse grunde ikke tage imod betaling selvom vi havde travlt.
Jeg er ligeglad med tjenerne taler kun Engelsk og det er måske et problem for nogle og selvom pizzaen kostede 105.- til en frokost kommer jeg gerne igen, maden er lækker."
0,"Simpelthen en af de bedste pizzaer jeg har fået udenfor Italiens grænser. Rigtigt hyggelig atmosfære og god betjening. Som sagt - fremragende pizza og lækker panna cotta til dessert. Maden kan kun anbefales - bestil bord, der er altid travlt."
1,"Vi havde en super hyggelig middag og jeg var meget begejstret for den rustikke stil og surdejspizza temaet..... Desværre var der meget lang tids venten og pizzaerne havde alle til min meget store overraskelse bløde bunde. Smagen var ok, men der gik simpelthen for lang tid fra de var bagt til de blev serveret, så de nåede at blive bløde."
2,"På Mother kan du få rigtig gode pizzaer og tilhørende vine, serveret i rustikke lokaler. Desværre er der lang ventetid, den ene gang så lang ventetid at vi aflyste vores bestilling efter en time. Men har man tid nok er pizzaen værd at vente på."
3,"Hyggelig velbesøgt restaurant, tæt på Københavns banegaard. Betjeningen var meget opmærksom, maden kom hurtigt og var Ok. Spisekortet er med hovedvægt på det Italienske køkken og pizzaer. De har nogle ganske glimrende vine på vinkortet.
Vi havde bestilt bord, som desværre ikke var klar da vi kom. Vi fik plads ved baren, hvor restauranten serverede et glas vin som kompensation for vi måtte vente lidt før vi fik et bord. Fin service!
Toiletter er ganske fine og rene.
Restauranten er ikke egnet til en romantisk stille aften. der er mange gæster, og lydniveauet synes lidt højt."
4,"Dette sted har en super dejlig stemning og afslappet indretning. Det er simpelthen byens bedst Pizza, uanset om man kommer en stor flok er bare 2 personer, får man en proffesionel betjening"
5,Super hyggeligt sted i Kødbyen. Bookede bord på mail - gik nemt! Vi spiste lækre bruschetta'er til forret og fik en delicious pizza!! Vær obs på at man har bordet 2 timer til en seating ;)
6,"Vi kommer her ofte og nyder det hver gang. Varieret, lækkert og velsmagende. Masser af pizza, salater, oste, brød, muffins og varme retter."
7,"Surdejs pizza! Vi kom lige forbi dette spændende sted i Københavns gamle kødby. En stor oplevelse for et par ældre jyder at blive bænket i et råt lokale med højt støjniveau og at blive beværtet med den bedste pizza vi har nydt i år. Vi fik også brug for vort engelsk ordforråd, der tales ikke meget dansk på Mother, men fint med os. Tak - vi kommer gerne igen."
8,"Maden var rigtig god, men at bestille bord var noget af en prøvelse. Telefonsvarer som giver besked om at ringe på et givent tidspunkt, dette fungerer bare ikke. Betjening meget venlig ."
9,"Det kunne ikke lade sig gøre at reserverer bord udenfor, fik vi at vide da vi ringede, men da vi kom, kunne vi se at det var muligt for få udvalgte. Antipastien var god og pizzaerne så ud til at være anderledes, bedømt ud fra menukortet. Desværre var det en stor skuffelse. Under middel, men til toppriser, der slet ikke kunne matche kvaliteten. Hvis du vil have en god pizza, så vælg et andet sted."
0,"Vi var nogle veninder, der havde valgt at tage på Mother for at smage deres pizza. Desværre levede maden ikke op til forventningerne. Forretterne var meget meget små, og pizzaen havde efter min smag alt for meget dej i forhold til fyld. Jeg har fået pizza andre steder i København, som overstiger niveauet på Mother.
Eneste postive i min bog er muligheden for at sidde ude og nyde solen og stemningen i Kødbyen."
