,name,location,bubble,dollars,rating
6,"A trendy pizza place in Kødbyen which is Copenhagens old cattle market with plenty of old slaughterhouses. An interesting place now with several good restaurants, galleries and nightclubs. Mother has some of the best pizzas in town. The prices are higher than at the standard...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_40""></span>",,40
7,"Have been to this restaurant 5 or 6 times and each time I try a different pizza and I am never disappointed.  They have this delicious sour dough crust - I am not a crust eater, but there is never a piece left on my...More","St. Catharines, Canada","<span class=""ui_bubble_rating bubble_50""></span>",,50
8,"This place is simply great! It's always worth another visit, be it for brunch, lunch or dinner... 

If you are in Copenhagen you should try this place. 
Pizzas are absolutely delicious, and make you wonder why all pizzas aren't made like that. Starters and desserts...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_50""></span>",,50
9,"We'd noticed this place while visiting art galleries the day before. When we returned for a pizza it was packed, but we were shown to the crowded bar to wait for a table, where it dawned on us that we were at least 25 years...More",East Sussex,"<span class=""ui_bubble_rating bubble_50""></span>",,50
0,"This is a wee cracker of an Italian restaurant. Located in the old meat-packing district of Vesterbro you will find Mother is a vibrant and busy establishment providing a wide range of clients with very fresh and exceptionally tasty food, cool beer, delicious wine and...More","Edinburgh, United Kingdom","<span class=""ui_bubble_rating bubble_50""></span>",,50
1,"We knew one needed to book a table, which we did. Arriving double as many as booked for was solved n elegant style. Great to see so many people on a Monday evening :) HIGHLY recommendable!!","Solroed Strand, Denmark","<span class=""ui_bubble_rating bubble_50""></span>",,50
2,We stumbled across this restaurant by chance and instantly liked it when we entered. Lovely pizza (although they could have been a little more generous with the topping) for a decent price. Very friendly service and cosy venue. I have seen that some people experienced...More,"London, United Kingdom","<span class=""ui_bubble_rating bubble_40""></span>",,40
3,"Nice and busy cool lunch venue, fresh food made in front of your eyes in a buffet style set up, great range of salads and pizza, fresh juice etc all for a set price. If you want filling up before setting off for a day...More","East Peckham, United Kingdom","<span class=""ui_bubble_rating bubble_50""></span>",,50
4,"Excellent food, really lively on a Friday night though there is a bar area to wait and do the usual bar thing.","London, United Kingdom","<span class=""ui_bubble_rating bubble_40""></span>",,40
5,Excellent service and really tasty food. Really buzzing atmosphere on a Friday night. Good value for Copenhagen too!,"London, United Kingdom","<span class=""ui_bubble_rating bubble_50""></span>",,50
6,"My husband and I went there without a reservation, the owner said he could make it a 20 minute wait and walked us over to the bar area to sit down. Once we were ready to be seated he came an got us from the...More","Huntsville, Alabama","<span class=""ui_bubble_rating bubble_50""></span>",,50
7,Great place for Pizzas and other italian food in Copenhagen! We were quite large group of people (32) and the owner and the employees where just amazing to bring the food in good time and to be sure that the glasses were all the time...More,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_40""></span>",,40
8,"We had super olives, nice wine and some great pizza. The mood of the place and the waiters were both nice. That was until we had finished the pizza and had half a bottle of wine left, and half of us still had wine in...More",Trondheim,"<span class=""ui_bubble_rating bubble_30""></span>",,30
9,The Italian pizzas had a great bottom. The service was fast and flawless even though the place got quite crowded.,"Helsinki, Finland","<span class=""ui_bubble_rating bubble_50""></span>",,50
0,"Located in the meatpacking district, the trendy area in Copenhagen. Good menu, tasty pizzas but nothing spectacular. Outside there is a large terrace and on summer days it is the ideal place for a lunch with friends or colleagues. 

Staff is very friendly, and the...More",Willemstad,"<span class=""ui_bubble_rating bubble_40""></span>",,40
1,"We had super olives, nice wine and some great pizza. The mood of the place and the waiters were both nice. That was until we had finished the pizza and had half a bottle of wine left, and half of us still had wine in...More",Trondheim,"<span class=""ui_bubble_rating bubble_30""></span>",,30
2,"We went here after arriving at our hotel, the restaurant is really cool and each table has a basil plant on!

It is reasonable prices, the staff were friendly and the food was delicious!  

Definitely deserves a trip while you are in Copenhagen!","Lancaster, United Kingdom","<span class=""ui_bubble_rating bubble_50""></span>",,50
3,"mother prepares pizza and other italian delicacies in full view of the dinners (inside the restaurant) which in itself is entertaining enough; pizza has thin, done to a crisp, crust with remarkably good toppings, garnished with some restraint with fresh basil.  tomato sauce is well...More","Madrid, Spain","<span class=""ui_bubble_rating bubble_40""></span>",,40
4,"We are new Yorkers and are used to the best pizzas.  This place was recommended by our hotel and the pizza was right up there.  Sour dough crust was superb.   The owner is very friendly and the atmosphere is youthful and upbeat 
We sat at...More","New York City, New York","<span class=""ui_bubble_rating bubble_50""></span>",,50
5,We stumbled on this place by accident.   It was great!  We had beautiful gourmet pizza with inventive toppings and lovely Italian beer.   We sat outside on benches and watched the young hip people go by.   An added perk is that across from the restaurant is...More,"Greenville, North Carolina","<span class=""ui_bubble_rating bubble_50""></span>",,50
6,Mother tends to be a bit crowded - the good way. Still there a lot of love in the food. The kitchen is busy so pace yourself. But its worth the wait,Copenhagen,"<span class=""ui_bubble_rating bubble_40""></span>",,40
7,I've been here a few times (a couple dinners and a brunch) and I've finally given up on ever liking it. The pizza is incredibly bland (watery tomato sauce) and often lousy crust (the last time it was nearly undercooked). The brunch was so-so (mostly...More,Boston,"<span class=""ui_bubble_rating bubble_20""></span>",,20
8,"We loved everything about Mother. Great food, great atmosphere, great service. We went early and didn't have a problem getting a table but I would recommend making reservations.","Stockholm, Sweden","<span class=""ui_bubble_rating bubble_50""></span>",,50
9,"Great bruschetta with a variety of interesting toppings. Slightly more standard range of sourdough pizzas, which are tasty though not outstanding. Informal atmosphere, young clientele, pleasant service, edgy neighbourhood.","London, United Kingdom","<span class=""ui_bubble_rating bubble_30""></span>",,30
0,"This is the place to go in the city if you like Napoli-style pizza.  Their pizza are really tasty with fresh ingredients.  The only problem I have with my pizza is that one side of it is burnt more than my liking.  Other than that,...More",Copenhagen,"<span class=""ui_bubble_rating bubble_40""></span>",,40
1,"Købbyen (The ""old"" meat district) is a fairly new trendy part of Copenhagen from the start of 2000. Industrial warehouses (not really pretty) have been converted in bars and restaurants of which ""Mother"" is one of them. The area is fashionable because of the people...More",Danemark,"<span class=""ui_bubble_rating bubble_40""></span>",,40
2,"Although i have visited this restaurant a couple of times before, including its inauguration party, where i left with high reviews in both occasions, the last visit to Mother two days ago (19/07/12), was rather disappointing and appalling.

I went for a take-away pizza where...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_20""></span>",,20
3,"A neat restaurant in the hip ""meat packing"" district in Copenhagen. The sour dough pizza is simply amazing. Can get very busy so a table reservation is recommended. Feed me, mother!","Zurich, Switzerland","<span class=""ui_bubble_rating bubble_40""></span>",,40
4,The title of my review is what they have printed on the menu which is very cute.     My husband and I were recommended this little hole in the wall eatery by the front desk of the Hotel Tiffany.    We tried their wood fired oven baked...More,"Waynesville, Missouri","<span class=""ui_bubble_rating bubble_40""></span>",,40
5,We sat outside on the picnic tables (recommended) but were chastised by the staff that we didn’t check in properly. Took over an hour to get our food as ‘the kitchen lost our ticket’ which they compensated with free dessert & coffee. Wait staff was...More,"Houston, Texas","<span class=""ui_bubble_rating bubble_30""></span>",,30
6,"very busy buzzy saturday night , but we managed to get a table . Loved everything about this place ; the venue [ old meat packing district] . the hand written menus , the candles , the staff and the sour dough pizzas were amazing...More","London, United Kingdom","<span class=""ui_bubble_rating bubble_50""></span>",,50
7,"Been there several times, and the place never lets me down! Superbe food, casual service (all English speaking) informal atmosphere - good prices. Can't really say anything negative. Thanks guys for yet another weekday-alternative!","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_50""></span>",,50
8,"Wanting to sample a few of Kodbyen's trendy restaurants, we walked into Mother, our first stop right around 4:30p. Because of the warm weather we asked to be seated inside though most everyone else was outside at the picnic tables. I was very off put...More","Austin, Texas","<span class=""ui_bubble_rating bubble_20""></span>",,20
9,Perhaps the best pizza in the nordics. Very friendly staff and alternative surroundings in the old meatpacker area. Restaurant can be a bit noisy due to the rough accoustics,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_40""></span>",,40
0,Mother is a nice Italian in the trendy 'meat packing' area. It has loads of outdoor seating in the form of picnic benches and lots of indoor space. we were served by a few waiting staff who were all good...some a little more frazzled than...More,"Dublin, Ireland","<span class=""ui_bubble_rating bubble_40""></span>",,40
1,"We arrived very late so the place was not too crowded. The food was not too bad even though, being italians, always very difficult to find a good italian restaurant abroad. The pizza was ok but lacked salt ! The service was good and fast...More","Ponte San Nicolo, Italy","<span class=""ui_bubble_rating bubble_30""></span>",,30
2,I had the pizza with porcini mushrooms and it was one of the best I've had. The place has a very nice atmosphere and the waiters are very nice. I also had a panacotta for dessert and I thought it was awesome! I would recommend...More,"Seattle, Washington","<span class=""ui_bubble_rating bubble_50""></span>",,50
3,Nice vibe and great pizzas/bruschettas! Friendly staff and outdoor seating make it a perfect choice for a laidback feed (at good prices too)!,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_40""></span>",,40
4,"mother is on sonder blvd in vesterbro - if you are in copenhagen for a short time this area is worth a visit. it's in Kødbyen - meat town - copenhagen's meatpacking district.  as with most places in this city, speaking English is of course...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_50""></span>",,50
5,Came across this place when wandering around on my own on a rainy Copenhagen day. Thought it was a bar so popped in as had a bit of time to kill before meeting  up with friends. Waited at least 10 mins before I got any...More,"Glasgow, Scotland","<span class=""ui_bubble_rating bubble_50""></span>",,50
6,Beting à grop of 13 we had to order a plats of antipati as à starter. And that set the standard for the evening -excellent. The pizzas that followed were amazing. Everyone of us really enjoyed it and were so sorry that we weren't able...More,"Umea, Sweden","<span class=""ui_bubble_rating bubble_40""></span>",,40
7,"The restaurants in the meat packaging district area have a special charm about them, that being said, the pizzas were good but not exceptional. The antipasti were also good with plenty variations. The concept that with larger groups, one has to order an individual antipasti...More","Bagsvaerd, Denmark","<span class=""ui_bubble_rating bubble_30""></span>",,30
8,"Our daughter has been studying in Copenhagen, and she told us that Mother had ""the best pizza she had ever eaten.""  Since she was born and raised in NYC, we were dubious.  But, we visited her, we ate pizza at Mother's and. . .she certainly...More",New York City,"<span class=""ui_bubble_rating bubble_50""></span>",,50
9,"We split a salad and ordered 2 pizzas. The food was fantastic, the neighborhood and atmosphere very fun, the service was incredible. Definitely family friendly or date-worthy recommend with highest praise.","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_50""></span>",,50
0,"Me and my friend were hungry and cold after getting lost, saw this place which was crowded. People inside looked stylish and laid back. We thought this must be a nice one. 
There were no free tables but staff welcomed us really friendly and took...More","Helsinki, Finland","<span class=""ui_bubble_rating bubble_50""></span>",,50
1,"I just fell in love with the feeling in this restaurant. Brunch was tasty, people were happy and stuff did their job well. Location is quite interesting and made me think that was has been going on in facilities previously. Nice place and really worth...More","Helsinki, Finland","<span class=""ui_bubble_rating bubble_50""></span>",,50
2,The restaurant and atmosphere are nice and its VERY busy.    But people queue for hours for what turned out to be a very standard pizza.More,London,"<span class=""ui_bubble_rating bubble_20""></span>",,20
3,"Rather disappointing. We have heard a lot of positive reviews of this place, so our expectations were high. We had two pizzas and both were very soggy. I ordered a potato pizza which was different from what else I have seen: a maasive amount of...More",Sweden,"<span class=""ui_bubble_rating bubble_20""></span>",,20
4,"I really liked the sour dough pizzas, very creative menu with Italian treats. The ambiance is really nice, a trendy but cozy at the same time Italian place, very laid back.

Service is OK... not bad, not great. They take a long time to serve...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_40""></span>",,40
5,"Popped in today after a business meeting was postponed at the last minute. I had the current house special pizza (oooh that sourdough is wonderful) of Gorganzola and 'nduja. Cooked in front of me in the wood burning Mother oven, it was stuNning. Washed down...More","London, United Kingdom","<span class=""ui_bubble_rating bubble_50""></span>",,50
6,"It's a buffet with all freshly made Italian home food, you can make it light of heavy. The Pizza is second to none.
You can bring kids, watch it though, the place fills up very quickly, you better book.","Auckland Central, New Zealand","<span class=""ui_bubble_rating bubble_40""></span>",,40
7,Dinner.  Service prompt. Waited a short while for a table. Shared with other diners on same table. Starters and dessert good. The 2 pizzas were soggy at their base. Disappointed. Made only a visit on Tuesday night I have to admit so it could be...More,"Perth, Australia","<span class=""ui_bubble_rating bubble_30""></span>",,30
8,"We were greeted at this bustling restaurant as we came in the door, told about the wait and offered a drink immediately. it was a busy Friday night. The pizzas were EXCELLENT -- slightly chewy crust but crispy on the outside, with the freshest ingredients....More","Boston, Massachusetts","<span class=""ui_bubble_rating bubble_40""></span>",,40
9,"Had a nice group dinner with friends from work! We called in advance since we were around 12 in order to assure a big table, the restaurant had everything ready and nicely set up! We had pre-ordered appetizers (house recommendation) which all were very good...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_30""></span>",,30
0,"Mother is situated in the meatpacking district of Copenhagen. A very stylish venue and the restaurant itself is really simple and cool!
We had the best pizzas I’ve ever eaten in my life! These guys did really a great job. Good service and nice employees....More","Bremervorde, Germany","<span class=""ui_bubble_rating bubble_50""></span>",,50
1,"We went there with our 3 year old daughter. The staff is kind, the food is fresh and well made and we had a fantastic wine (Montepulciano, Tolosa 07). The tables are made of wood, you sit on a bench, so it's very rustic and...More",Portugal,"<span class=""ui_bubble_rating bubble_40""></span>",,40
2,"Much hyped in Copenhagen at least, the restaurant was all booked this evening. If the weather is good, find yourself a seat outside, where you can expect to share the table with other customers. The pizzas are made with a special kind of sour dough...More",Copenhagen,"<span class=""ui_bubble_rating bubble_20""></span>",,20
3,We went on a Tuesday night at 7pm and it was really full with queues-- so make sure you book a table. The restaurant is located about 15 mins walk out of the city from the Central station-- in the old meat packing area which...More,"Frigiliana, Spain","<span class=""ui_bubble_rating bubble_50""></span>",,50
4,"Very nice waiters, very cool restaurant, but the pizza was not what is was cracked up to be. Very nice venue though, and good service and atmosphere. Too bad the pizza let us down. (The tomatosauce was lacking flavour, it didn't really taste of anything,...More",Norway,"<span class=""ui_bubble_rating bubble_30""></span>",,30
5,"The word about Mothers pizzas have probably spread out ...... We enquiered int he afternoon about booking a table, but were told it was just to show up.  We arrived around 8 pm  on Friday - and were told it would take around half an...More","Sandefjord, Norway","<span class=""ui_bubble_rating bubble_40""></span>",,40
6,"The pizzas are so good there, a bit more pricy than the usual pizzaria around the corner but you pay for the quality, taste and real italian taste that is!
The ones with meat on are the best...vegi one lacked salt but good you always...More",Copenhagen,"<span class=""ui_bubble_rating bubble_50""></span>",,50
7,"Mother is a new restaurant in the up and coming 'Meatpacking District' (Kodbyen) of Copenhagen, near to Central Station. A very cool, attmospheric and genuine pizza place in a cool neighbourhood. Just opend in late summer 2010, it is run by David (a great chef...More","London, United Kingdom","<span class=""ui_bubble_rating bubble_50""></span>",,50
0,"Waiting is never good when you are in the line, though you would appreciate the made to order no rush service.
Pizza crust was what made it for us.  It was good regardless of the toppings.",Florida,"<span class=""ui_bubble_rating bubble_40""></span>",,40
1,"Went here late on a Sunday when everywhere else seemed closed - only had takeaway but the staff were very friendly, the service was quick and the pizzas tasted fantastic.  Everything made from scratch and with really tasty fresh ingredients.  Would happily go back!","Devizes, United Kingdom","<span class=""ui_bubble_rating bubble_40""></span>",,40
2,We were in town on vacation and staying about 5 blocks away. We had gone to another restaurant in the meat packing district the night before and saw how popular mother was so we went back! We had the fried cod appetizer and two pizzas....More,"Richmond, Virginia","<span class=""ui_bubble_rating bubble_40""></span>",,40
3,"Pizza was good, but service was not very nice and the wait... god ! you cant run a restaurant kitchen with just one oven ?!","Paris, France","<span class=""ui_bubble_rating bubble_30""></span>",,30
4,"It was super busy the night we rocked up - anopera event was on and everywhere was packed. The waiter kindly installed us in the bar, and then came to get us when a table was ready. He was polite and friendly throughout and even...More","Coventry, United Kingdom","<span class=""ui_bubble_rating bubble_40""></span>",,40
5,"Pizza was delish, in a laid-back atmosphere with good food and friendly staff. We tried two types of pizza and the grown-ups also enjoyed our cocktails (aperol spritz). We arrived early for dinner (before 5pm, as the kids were exhausted), but there was a queue...More","Washington DC, District of Columbia","<span class=""ui_bubble_rating bubble_50""></span>",,50
6,This is listed by many articles as the best pizza in Copenhagen which seems to be a ibt of an exaggeration. It is good but nothing special. We were there on a Saturday evening and had a table outside. The tables outside are extremely small...More,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_30""></span>",,30
7,"I’ve had a reservation at 20:30, which I reckon is a busy time for the restaurant, because the food, the drinks and overall the service was extremely slow. 
The antipasti and the pizza were good quality and tasty, but the atmosphere was destroyed by the...More",,"<span class=""ui_bubble_rating bubble_30""></span>",,30
8,"“THIS is MY RESTAURANT and I will run it HOW I WANT”

That’s what the owner screamed at us when we meekly suggested that we had waited 1+ hour for a pizza.  Disgusting customer service.

Refused to apologise or indeed accept anything was wrong with...More",,"<span class=""ui_bubble_rating bubble_10""></span>",,10
9,"Dined at Mother's twice... Margharita pizza the first night and pizza with smoked salmon second night.  Traditional was the best.  Loved the pizza, the people watching including the chefs and servers, met interesting people also enjoying good pizza,,","Minneapolis, Minnesota","<span class=""ui_bubble_rating bubble_40""></span>",,40
0,"Waiting is never good when you are in the line, though you would appreciate the made to order no rush service.
Pizza crust was what made it for us.  It was good regardless of the toppings.",Florida,"<span class=""ui_bubble_rating bubble_40""></span>",,40
1,"Went here late on a Sunday when everywhere else seemed closed - only had takeaway but the staff were very friendly, the service was quick and the pizzas tasted fantastic.  Everything made from scratch and with really tasty fresh ingredients.  Would happily go back!","Devizes, United Kingdom","<span class=""ui_bubble_rating bubble_40""></span>",,40
2,We were in town on vacation and staying about 5 blocks away. We had gone to another restaurant in the meat packing district the night before and saw how popular mother was so we went back! We had the fried cod appetizer and two pizzas....More,"Richmond, Virginia","<span class=""ui_bubble_rating bubble_40""></span>",,40
3,"Pizza was good, but service was not very nice and the wait... god ! you cant run a restaurant kitchen with just one oven ?!","Paris, France","<span class=""ui_bubble_rating bubble_30""></span>",,30
4,"It was super busy the night we rocked up - anopera event was on and everywhere was packed. The waiter kindly installed us in the bar, and then came to get us when a table was ready. He was polite and friendly throughout and even...More","Coventry, United Kingdom","<span class=""ui_bubble_rating bubble_40""></span>",,40
5,"Pizza was delish, in a laid-back atmosphere with good food and friendly staff. We tried two types of pizza and the grown-ups also enjoyed our cocktails (aperol spritz). We arrived early for dinner (before 5pm, as the kids were exhausted), but there was a queue...More","Washington DC, District of Columbia","<span class=""ui_bubble_rating bubble_50""></span>",,50
6,This is listed by many articles as the best pizza in Copenhagen which seems to be a ibt of an exaggeration. It is good but nothing special. We were there on a Saturday evening and had a table outside. The tables outside are extremely small...More,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_30""></span>",,30
7,"I’ve had a reservation at 20:30, which I reckon is a busy time for the restaurant, because the food, the drinks and overall the service was extremely slow. 
The antipasti and the pizza were good quality and tasty, but the atmosphere was destroyed by the...More",,"<span class=""ui_bubble_rating bubble_30""></span>",,30
8,"“THIS is MY RESTAURANT and I will run it HOW I WANT”

That’s what the owner screamed at us when we meekly suggested that we had waited 1+ hour for a pizza.  Disgusting customer service.

Refused to apologise or indeed accept anything was wrong with...More",,"<span class=""ui_bubble_rating bubble_10""></span>",,10
9,"Dined at Mother's twice... Margharita pizza the first night and pizza with smoked salmon second night.  Traditional was the best.  Loved the pizza, the people watching including the chefs and servers, met interesting people also enjoying good pizza,,","Minneapolis, Minnesota","<span class=""ui_bubble_rating bubble_40""></span>",,40
0,"Waiting is never good when you are in the line, though you would appreciate the made to order no rush service.
Pizza crust was what made it for us.  It was good regardless of the toppings.",Florida,"<span class=""ui_bubble_rating bubble_40""></span>",,40
1,"Went here late on a Sunday when everywhere else seemed closed - only had takeaway but the staff were very friendly, the service was quick and the pizzas tasted fantastic.  Everything made from scratch and with really tasty fresh ingredients.  Would happily go back!","Devizes, United Kingdom","<span class=""ui_bubble_rating bubble_40""></span>",,40
2,We were in town on vacation and staying about 5 blocks away. We had gone to another restaurant in the meat packing district the night before and saw how popular mother was so we went back! We had the fried cod appetizer and two pizzas....More,"Richmond, Virginia","<span class=""ui_bubble_rating bubble_40""></span>",,40
3,"Pizza was good, but service was not very nice and the wait... god ! you cant run a restaurant kitchen with just one oven ?!","Paris, France","<span class=""ui_bubble_rating bubble_30""></span>",,30
4,"It was super busy the night we rocked up - anopera event was on and everywhere was packed. The waiter kindly installed us in the bar, and then came to get us when a table was ready. He was polite and friendly throughout and even...More","Coventry, United Kingdom","<span class=""ui_bubble_rating bubble_40""></span>",,40
5,"Pizza was delish, in a laid-back atmosphere with good food and friendly staff. We tried two types of pizza and the grown-ups also enjoyed our cocktails (aperol spritz). We arrived early for dinner (before 5pm, as the kids were exhausted), but there was a queue...More","Washington DC, District of Columbia","<span class=""ui_bubble_rating bubble_50""></span>",,50
6,This is listed by many articles as the best pizza in Copenhagen which seems to be a ibt of an exaggeration. It is good but nothing special. We were there on a Saturday evening and had a table outside. The tables outside are extremely small...More,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_30""></span>",,30
7,"I’ve had a reservation at 20:30, which I reckon is a busy time for the restaurant, because the food, the drinks and overall the service was extremely slow. 
The antipasti and the pizza were good quality and tasty, but the atmosphere was destroyed by the...More",,"<span class=""ui_bubble_rating bubble_30""></span>",,30
8,"“THIS is MY RESTAURANT and I will run it HOW I WANT”

That’s what the owner screamed at us when we meekly suggested that we had waited 1+ hour for a pizza.  Disgusting customer service.

Refused to apologise or indeed accept anything was wrong with...More",,"<span class=""ui_bubble_rating bubble_10""></span>",,10
9,"Dined at Mother's twice... Margharita pizza the first night and pizza with smoked salmon second night.  Traditional was the best.  Loved the pizza, the people watching including the chefs and servers, met interesting people also enjoying good pizza,,","Minneapolis, Minnesota","<span class=""ui_bubble_rating bubble_40""></span>",,40
0,"Waiting is never good when you are in the line, though you would appreciate the made to order no rush service.
Pizza crust was what made it for us.  It was good regardless of the toppings.",Florida,"<span class=""ui_bubble_rating bubble_40""></span>",,40
1,"Went here late on a Sunday when everywhere else seemed closed - only had takeaway but the staff were very friendly, the service was quick and the pizzas tasted fantastic.  Everything made from scratch and with really tasty fresh ingredients.  Would happily go back!","Devizes, United Kingdom","<span class=""ui_bubble_rating bubble_40""></span>",,40
2,We were in town on vacation and staying about 5 blocks away. We had gone to another restaurant in the meat packing district the night before and saw how popular mother was so we went back! We had the fried cod appetizer and two pizzas....More,"Richmond, Virginia","<span class=""ui_bubble_rating bubble_40""></span>",,40
3,"Pizza was good, but service was not very nice and the wait... god ! you cant run a restaurant kitchen with just one oven ?!","Paris, France","<span class=""ui_bubble_rating bubble_30""></span>",,30
4,"It was super busy the night we rocked up - anopera event was on and everywhere was packed. The waiter kindly installed us in the bar, and then came to get us when a table was ready. He was polite and friendly throughout and even...More","Coventry, United Kingdom","<span class=""ui_bubble_rating bubble_40""></span>",,40
5,"Pizza was delish, in a laid-back atmosphere with good food and friendly staff. We tried two types of pizza and the grown-ups also enjoyed our cocktails (aperol spritz). We arrived early for dinner (before 5pm, as the kids were exhausted), but there was a queue...More","Washington DC, District of Columbia","<span class=""ui_bubble_rating bubble_50""></span>",,50
6,This is listed by many articles as the best pizza in Copenhagen which seems to be a ibt of an exaggeration. It is good but nothing special. We were there on a Saturday evening and had a table outside. The tables outside are extremely small...More,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_30""></span>",,30
7,"I’ve had a reservation at 20:30, which I reckon is a busy time for the restaurant, because the food, the drinks and overall the service was extremely slow. 
The antipasti and the pizza were good quality and tasty, but the atmosphere was destroyed by the...More",,"<span class=""ui_bubble_rating bubble_30""></span>",,30
8,"“THIS is MY RESTAURANT and I will run it HOW I WANT”

That’s what the owner screamed at us when we meekly suggested that we had waited 1+ hour for a pizza.  Disgusting customer service.

Refused to apologise or indeed accept anything was wrong with...More",,"<span class=""ui_bubble_rating bubble_10""></span>",,10
9,"Dined at Mother's twice... Margharita pizza the first night and pizza with smoked salmon second night.  Traditional was the best.  Loved the pizza, the people watching including the chefs and servers, met interesting people also enjoying good pizza,,","Minneapolis, Minnesota","<span class=""ui_bubble_rating bubble_40""></span>",,40
0,"Waiting is never good when you are in the line, though you would appreciate the made to order no rush service.
Pizza crust was what made it for us.  It was good regardless of the toppings.",Florida,"<span class=""ui_bubble_rating bubble_40""></span>",,40
1,"Went here late on a Sunday when everywhere else seemed closed - only had takeaway but the staff were very friendly, the service was quick and the pizzas tasted fantastic.  Everything made from scratch and with really tasty fresh ingredients.  Would happily go back!","Devizes, United Kingdom","<span class=""ui_bubble_rating bubble_40""></span>",,40
2,We were in town on vacation and staying about 5 blocks away. We had gone to another restaurant in the meat packing district the night before and saw how popular mother was so we went back! We had the fried cod appetizer and two pizzas....More,"Richmond, Virginia","<span class=""ui_bubble_rating bubble_40""></span>",,40
3,"Pizza was good, but service was not very nice and the wait... god ! you cant run a restaurant kitchen with just one oven ?!","Paris, France","<span class=""ui_bubble_rating bubble_30""></span>",,30
4,"It was super busy the night we rocked up - anopera event was on and everywhere was packed. The waiter kindly installed us in the bar, and then came to get us when a table was ready. He was polite and friendly throughout and even...More","Coventry, United Kingdom","<span class=""ui_bubble_rating bubble_40""></span>",,40
5,"Pizza was delish, in a laid-back atmosphere with good food and friendly staff. We tried two types of pizza and the grown-ups also enjoyed our cocktails (aperol spritz). We arrived early for dinner (before 5pm, as the kids were exhausted), but there was a queue...More","Washington DC, District of Columbia","<span class=""ui_bubble_rating bubble_50""></span>",,50
6,This is listed by many articles as the best pizza in Copenhagen which seems to be a ibt of an exaggeration. It is good but nothing special. We were there on a Saturday evening and had a table outside. The tables outside are extremely small...More,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_30""></span>",,30
7,"I’ve had a reservation at 20:30, which I reckon is a busy time for the restaurant, because the food, the drinks and overall the service was extremely slow. 
The antipasti and the pizza were good quality and tasty, but the atmosphere was destroyed by the...More",,"<span class=""ui_bubble_rating bubble_30""></span>",,30
8,"“THIS is MY RESTAURANT and I will run it HOW I WANT”

That’s what the owner screamed at us when we meekly suggested that we had waited 1+ hour for a pizza.  Disgusting customer service.

Refused to apologise or indeed accept anything was wrong with...More",,"<span class=""ui_bubble_rating bubble_10""></span>",,10
9,"Dined at Mother's twice... Margharita pizza the first night and pizza with smoked salmon second night.  Traditional was the best.  Loved the pizza, the people watching including the chefs and servers, met interesting people also enjoying good pizza,,","Minneapolis, Minnesota","<span class=""ui_bubble_rating bubble_40""></span>",,40
0,"Waiting is never good when you are in the line, though you would appreciate the made to order no rush service.
Pizza crust was what made it for us.  It was good regardless of the toppings.",Florida,"<span class=""ui_bubble_rating bubble_40""></span>",,40
1,"Went here late on a Sunday when everywhere else seemed closed - only had takeaway but the staff were very friendly, the service was quick and the pizzas tasted fantastic.  Everything made from scratch and with really tasty fresh ingredients.  Would happily go back!","Devizes, United Kingdom","<span class=""ui_bubble_rating bubble_40""></span>",,40
2,We were in town on vacation and staying about 5 blocks away. We had gone to another restaurant in the meat packing district the night before and saw how popular mother was so we went back! We had the fried cod appetizer and two pizzas....More,"Richmond, Virginia","<span class=""ui_bubble_rating bubble_40""></span>",,40
3,"Pizza was good, but service was not very nice and the wait... god ! you cant run a restaurant kitchen with just one oven ?!","Paris, France","<span class=""ui_bubble_rating bubble_30""></span>",,30
4,"It was super busy the night we rocked up - anopera event was on and everywhere was packed. The waiter kindly installed us in the bar, and then came to get us when a table was ready. He was polite and friendly throughout and even...More","Coventry, United Kingdom","<span class=""ui_bubble_rating bubble_40""></span>",,40
5,"Pizza was delish, in a laid-back atmosphere with good food and friendly staff. We tried two types of pizza and the grown-ups also enjoyed our cocktails (aperol spritz). We arrived early for dinner (before 5pm, as the kids were exhausted), but there was a queue...More","Washington DC, District of Columbia","<span class=""ui_bubble_rating bubble_50""></span>",,50
6,This is listed by many articles as the best pizza in Copenhagen which seems to be a ibt of an exaggeration. It is good but nothing special. We were there on a Saturday evening and had a table outside. The tables outside are extremely small...More,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_30""></span>",,30
