,name,location,bubble,dollars,rating
7,"Kodbyens was very cool. It is a like a New York style chic restaurant where all the cool kids hang out. However, despite the coolness, the staff are incredibly welcoming so immediately you feel very much at home. The food is sensational. If you haven't...More","London, United Kingdom","<span class=""ui_bubble_rating bubble_40""></span>",,40
8,"Just read some of the people who didn't like this place, and we definitely was very happy with this place from the service to the food. it was INCREDIBLE!!!!! the dessert don't remember the entire name but the apple something was so interesting and tasty...More","Toulouse, France","<span class=""ui_bubble_rating bubble_50""></span>",,50
9,Good food and service.The place a little bit too crowded .It wasn't cheap but it certainly wasn't expensive by Danish standards.,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_40""></span>",,40
0,"After reading such good reviews on this restaurant prior to our trip to Copenhagen, our meal was very disappointing. We went for the signature dish of fish & chips - the fish was slightly larger than a fish finger & was tasteless.. the chips were...More","Dublin, Ireland","<span class=""ui_bubble_rating bubble_20""></span>",,20
1,"I am scheduled to visit Copenhagen from 1-5 Jan 2014 and thus had made reservations at a few restaurants which I thought to be interesting (and which are actually operating during the post-festive period).  Fiskebar was one of them.  

However, it appears that the dinner...More","Singapore, Singapore","<span class=""ui_bubble_rating bubble_50""></span>",,50
2,"Great food with nice presentation.  Fish was very fresh and the razor clams appetizer was delicious.  The restaurant was a little hard to find, but it was well worth the walk.","Geneva, Switzerland","<span class=""ui_bubble_rating bubble_50""></span>",,50
3,"I came here alone after stumbling upon this restaurant when I couldn't get a table in nearby nose2tail.  
Turned out to be a great restaurant. 
I was seated at the bar area and had the menu explained.  I originally was only intending to have a...More","Belfast, United Kingdom","<span class=""ui_bubble_rating bubble_50""></span>",,50
4,"We went here with a group of 10. The atmosphere, service, and food were great. We had the cod and haike entrees which were incredible. The oysters and salads were also great. The area wasn't anything special, which was disappointing as we wanted to walk...More","Central, NY","<span class=""ui_bubble_rating bubble_40""></span>",,40
5,"Great food, and relaxed wine advice. I love it when I am given the choice to taste different eines before orderin them. Here we were given great, unexpected options - as we requested something adventurous. Full points! Food was unpretentious, quality stuff. Wines superb!",Helsinki,"<span class=""ui_bubble_rating bubble_50""></span>",,50
6,"I will be returning to Kobenhavn next year.  This time I will have a reservation at Kodbyens Fiskebaren.  Last July I was just lucky.  The oyster tasting was an Education.  Not that I haven't tasted fresh fish before - summers at Carna, Connemara, Ireland's west...More","Johannesburg, South Africa","<span class=""ui_bubble_rating bubble_50""></span>",,50
7,"This was a very hip restaurant in Copenhagen's meatpacking district. Food was no-nonsense but high quality - I definitely recommend the oysters, fish n'chips, as well as hake and mussels. Make sure you confirm with the waitress the size of the dishes as we ended...More","Stamford, Connecticut, United States","<span class=""ui_bubble_rating bubble_40""></span>",,40
8,"Great place - really cool industrial feeling. Food was good, but so was the people watching. It was obvious that this is a place to be.",Helsinki,"<span class=""ui_bubble_rating bubble_40""></span>",,40
9,"Don't expect large portions of seafood.  This is a restrained restaurant that excels in delicate flavors, beautifully composed dishes, and extraordinary flavors from the sea.  The wines are excellent as well.  The staff is helpful, attentive, and really nice.

Definitely, definitely, go here.","Sonoma, California","<span class=""ui_bubble_rating bubble_50""></span>",,50
0,Arrived solo an a busy Saturday night.  I was told I could only eat at the bar in a section where cooked food was not available by a relatively surley maitre'd.  That out of the way the bartender was quite friendly and helpful with choices...More,"westport, Ct","<span class=""ui_bubble_rating bubble_40""></span>",,40
1,"The meatpacking district of Copenhagen is chic, for sure, and this place is among the most recommended places in the city. It helps if you LOVE fish (I personally can't stand it), but even I could appreciate well designed meals and perfectly cooked fish flesh...More",New York,"<span class=""ui_bubble_rating bubble_40""></span>",,40
2,The atmosphere here reminded me of New York but less crowded. We came early for our reservation and had a drink at the bar. Our table was ready on time. The service was quick and friendly. The food was delicious. It's fun to be able...More,"Milan, Italy","<span class=""ui_bubble_rating bubble_50""></span>",,50
3,My wife and I had a Friday night in Copenhagen and we wanted to eat seafood - but also wanted something a party feel. We got both! Excellent oysters - by far the best I have ever tasted. We also tried more or less everything...More,"Stockholm, Sverige","<span class=""ui_bubble_rating bubble_40""></span>",,40
4,"Loved this area of Copenhagen and would definitely return. The restaurant itself was very cool, it's layout and decor are rustic yet slick. The service was excellent...friendly, informative and attentive. The wine and cocktails were great and the prices are not untypical for a Copenhagen....More","London, United Kingdom","<span class=""ui_bubble_rating bubble_30""></span>",,30
5,Kodbyens Fiskbar was our first port of call on our visit to Copenhagen.  Without a reservation on a Friday evening at about 8:30pm we were happy to be seated at the bar for some cocktails for about an hour before being ushered to another part...More,"London, United Kingdom","<span class=""ui_bubble_rating bubble_40""></span>",,40
6,"Went here for a birthday dinner with a friend on a Saturday evening,got to the restaurant at 9:30 for a reservation and waited about 10 minutes before being noticed by anyone.When we were finally seated it took quite a while for someone to come and...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_30""></span>",,30
7,"Nice restaurant with high overall standard. Good menu, nice atmosphere, ok service and good food. Would definitely come back on other time.",Stockholm,"<span class=""ui_bubble_rating bubble_40""></span>",,40
8,I had a quick dinner with my wife and son before Kulturnatten. I had starters my wife had a main course and my son had two servings of fish 'n' chips. The starter with raw razor clam is my favorite. I also had raw plaice...More,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_40""></span>",,40
9,"In summary:

Pros: 
Lovely seafood. Fresh. Tasty and at good prices. 
The toilets are defintely worth a visit. Look out for the strange sound of ""dripping water"". Definitely makes for a fun visit. 
The decor is unusual but fun. The place looks somewhat like a...More","England, United Kingdom","<span class=""ui_bubble_rating bubble_40""></span>",,40
0,"My expectations were high when we entered Fiskebaren, as we had lots of recommendations from friends and acquaintances. 
The atmosphere was relaxed and the staff very welcoming. The food on the other hand, was less than impressive. We started with oysters and salad, the oysters...More","Oslo, Norway","<span class=""ui_bubble_rating bubble_30""></span>",,30
1,"The food was excellent but the main dishes (bigger courses) are too expensive for the size of portion they serve. Had a cod with vegetables and potatoes, the taste was really good. My friend's choice however, fish & chips (medium courses from hot kitchen) was...More","Vienna, Austria","<span class=""ui_bubble_rating bubble_40""></span>",,40
2,"Good food and wines and cool restaurant,  however the service was poor as they forgot us and we waited a long time for our main course. Not customer-oriented and too expensive for what you get.","Rotterdam, The Netherlands","<span class=""ui_bubble_rating bubble_30""></span>",,30
3,"Was good food but somewhat overhyped, service was very good and the place is very cool but hard to find. Found other places in the area more innovative",Toronto,"<span class=""ui_bubble_rating bubble_40""></span>",,40
4,"Bad service.  Mediocre oysters.  Ok scallops.  Overcooked Hake.  Nothing about my experience here was good.  When asked for advice on choosing between the four types of oysters available, my waiter told me she didn't eat oysters and didn't have anything to add to the descriptions...More","Boston, Massachusetts","<span class=""ui_bubble_rating bubble_20""></span>",,20
5,"Walked in at 7pm on a Thursday night, and was seated immediately at the bar.  Fast and friendly service.  My server/bartender chatted with me and gave me nice brunch recommendations in the city.

Ordered the cod.  When it arrived, a waitress asked if I wanted...More","London, United Kingdom","<span class=""ui_bubble_rating bubble_40""></span>",,40
6,"The restaurant is placed in an old butcher shop. From the outside it looks like a warehouse, but the restaurant its self a hip open space with mix of new and old interior.
The service was good, even though it is pretty packed at night...More",,"<span class=""ui_bubble_rating bubble_50""></span>",,50
7,"The building and the surroundings were probably too exotic for me, almost lost my appetite when seeing the butcher cutting giant pieces of meet next door.

Service was a bit slow and seemed like waiters did not care too much - we were not offered...More","Vantaa, Finland","<span class=""ui_bubble_rating bubble_40""></span>",,40
8,"The place name has an interesting twist to it. The decor is unusual yet didn't feel quite cozy. We didn't like the mirror covered bathrooms, to give an example. An attentive waitress gave a long and almost thorough exposition of the menu. Sizes, however, were...More",Mevassereth Zion,"<span class=""ui_bubble_rating bubble_20""></span>",,20
9,"After failing to land a reservation at the world-famous Noma, coined ""The Best Restaurant in the World"", we were redirected to this much more casual venue run by a former Noma chef.  The Fiskebar is located in a shabby chic former meat-packing building which has...More","Shaker Heights, Ohio","<span class=""ui_bubble_rating bubble_40""></span>",,40
0,"Went to this highly rated restaurant and was VERY disappointed.  Table dirty, poor, delayed service and food was nothing special at all...except for the high prices.  Was like going to a local bar with sea food...extremely noisy.  Highly unrecommended.","Wynnewood, Pennsylvania","<span class=""ui_bubble_rating bubble_20""></span>",,20
1,"Really nice, good food, unorthodox with location in meat district and with a parking lot full of sun bathing chairs outside. As long as we had our table the service were good, but when we agreed ti give it up and move to the sun...More","Stockholm, Sweden","<span class=""ui_bubble_rating bubble_40""></span>",,40
2,"Read some of the reviews before booking and was convinced to take our visiting winemaker friends from Piemonte here - they love seafood. First advantage; the restaurant is open on Sundays (and have their own, private suppliers of fresh seafood even during weekends). It is...More",Helsingborg,"<span class=""ui_bubble_rating bubble_50""></span>",,50
3,"The restaurant is located in the rough and hip Meatpacking district. Full house saturday evening. Swift waiting staff served with a smile. For European standards, we never waited too long for our food to come out. Beautifully presented good quality fish, king crab, scallops and...More","Rotterdam, The Netherlands","<span class=""ui_bubble_rating bubble_40""></span>",,40
4,"Friendly staff, good food and a nice atmosphere in here. Eating alone I was propped up against the bar to eat which wasn't that comfortable but I can't complain. The staff gave me a good rundown of what I was eating and the history of...More","London, United Kingdom","<span class=""ui_bubble_rating bubble_30""></span>",,30
5,"If you don't like fish, don't go.  If you do, make this your first dinner booking in Copenhagen.  And the second, and the third.  Rene Redzepi, owner/chef at Noma recommends this place if you are in Copenhagen so we were expecting it to be good....More",Essex,"<span class=""ui_bubble_rating bubble_50""></span>",,50
6,"This place is in the trendy meat packer district.  They are a looking for big spenders and I clearly didn't look like one and got a seat at the bar despite the fact that lots of tables were free.  Anyways, I was told as I...More",,"<span class=""ui_bubble_rating bubble_40""></span>",,40
7,"We were amazed! The service was nice and friendly, the food was excellent, the wine list short but having a bit of everything and the ambiance quite pleasant as well. We recommended it to friends who were travelling to Copenhagen a couple of weeks later...More","Sydney, Australia","<span class=""ui_bubble_rating bubble_40""></span>",,40
8,"The diner was excellent, for both of us, for starters, main and dessert. Portions are not too big, which allows you to have a 3-course menu without feeling fat afterwards. Room and service are casual, but the plate setups are beautiful.
You need to book...More","Lucerne, Switzerland","<span class=""ui_bubble_rating bubble_50""></span>",,50
9,"The food was delicious, nice atmosfere.very friendly waiters, they explained every dish to us and could answer any question. I had the oyster special , 6 fresh oysters 3different kinds, 2 french and one danish. Best oysters i ever had. My husband had fish &...More","Ghent, Belgium","<span class=""ui_bubble_rating bubble_50""></span>",,50
0,Overrated and expensive. Full of posers. Don't get sucked into the hype. I've had better fish and chips on Margate seafront at a fraction of the price!,Bromley,"<span class=""ui_bubble_rating bubble_20""></span>",,20
1,"If you want fresh, fresh seafood prepared with attention to detail and quality this is the place.  It is a funky setting in a parking lot in the meat packing area.  We ate outside and watched the parade of people and had the best oysters...More","Fredericksburg, Texas","<span class=""ui_bubble_rating bubble_50""></span>",,50
2,"The food, from the cheese board to the main course (mussels in my case) to the coffee and chocolates, is very good. We understand dining takes place slowly in Europe, but whoa...it was so slow. My husband had the cod. It was also very good....More","Albuquerque, New Mexico","<span class=""ui_bubble_rating bubble_40""></span>",,40
3,Our hotel concierge recommended this restaurant for dinner on a Sunday as most of the restaurants were closed. The servers are very rude.  The food portions are extremely small for the price you pay. They brought us still water (not bottled) but it was charged...More,"Pasadena, California","<span class=""ui_bubble_rating bubble_10""></span>",,10
4,Deckchairs in the parking lot. Drinks in hand. Sun disappearing over the buildings. This is a cool venue .. The mussels are worth the wait! Deliciously done as were the crayfish.,"Cape Town Central, South Africa","<span class=""ui_bubble_rating bubble_40""></span>",,40
5,Went there on the advice of our hotel nearby.  Too cool for its own good.  Food was mixed.  My fish and chips was dreadful.  Oysters were good.  Flounder acceptable.  High prices and quirky location.  Would not recommend.,SLO,"<span class=""ui_bubble_rating bubble_30""></span>",,30
6,"We were recommended the restaurant and walking through the meat packing area we never expected to come across such a great restaurant. It is expensive, but well worth the money.","Fleet, United Kingdom","<span class=""ui_bubble_rating bubble_50""></span>",,50
7,"We didn't have reservations on a Saturday at 20:00, so just hung out with a drink before we were seated in about 30 minutes. Well worth the wait. The presentation was lovely and the food was top notch. We started with fresh-shucked oysters (killer) and...More","Dublin, Ireland","<span class=""ui_bubble_rating bubble_50""></span>",,50
8,A really hip place which is difficult to book but turned up and drunk mojhitos outside in deck chairs- waited about 30mins for a table at the zinc bar- incredible fish dishes - salt cod and nasturtium leaves and bream with asparagus-- inventive and delicious...More,"Suffolk, United Kingdom","<span class=""ui_bubble_rating bubble_40""></span>",,40
9,"We loved the Dinner at the Fiskebar, great choice of House Champagne.
We had  almost all the dishes on the menu, and everything was excellent. For Copenhagen also ok, prices :) 
Cant wait to go again","Vienna, Austria","<span class=""ui_bubble_rating bubble_50""></span>",,50
0,"it's in the meatpacking district and oozes coolness. we got there just before dusk and the area outside was littered with deck chairs, tyres converted into little fires with great music pumping from the restaurant. we had a good table in the corner for 6....More","Barcelona, Spain","<span class=""ui_bubble_rating bubble_40""></span>",,40
1,"I had read that the chef from Noma eats here and it was a close walk from my hotel. After getting used to Scandinavian prices, chose a few small plates and almost missed out on an small plate called smoked brill with fish skin. I...More",San Francisco,"<span class=""ui_bubble_rating bubble_50""></span>",,50
2,"Exellent seafood in the old meatpacking district, very friendly staff, kind of pricey.
Area looks rough but seems safe. The restaurant and the outdoor seating is basic. Walking distans from the Central Station (Hovedbanegården)","Malmo, Sweden","<span class=""ui_bubble_rating bubble_40""></span>",,40
3,"This fish restaurant in the old meat market in Copenhagen is a real find. The area is rough looking, but safe, slowly changing to a hip, cool place. The atmosphere in the restaurant is basic, but after all, you are there for the food. The...More","Shawnee Hills, Ohio","<span class=""ui_bubble_rating bubble_40""></span>",,40
4,"I went to this place with some friends and must admit I was disappointed in general. The quality of the food is good (fresh etc.) but the portions are very small considering the price, which means you need at least 2 (probably more) plates to...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_30""></span>",,30
5,"The menu is great.  And the kitchen is wonderful. A place, where I come back and where I love to bring guests. The area in the old Meat district is wonderful.
The interior perfect, so just original in a very cool way! I love, how...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_50""></span>",,50
6,"By far, one of the best restaurants we visited in Scandinavia.  Superb, genuinely cheerful  service, lively atmosphere while still allowing one to talk (and think) at a reasonable level, and above all, excellent food.  When one feels compelled to photograph dishes before disturbing them, you...More","Charleston, South Carolina","<span class=""ui_bubble_rating bubble_50""></span>",,50
7,"This place didn't live up to expectations - the interior decor pretends to be done in ""raw"" style but really they just took over an industrial space and have not done some basic visual clean up that really you should in an eating place e.g....More",London,"<span class=""ui_bubble_rating bubble_10""></span>",,10
8,"What a delightful meal we had here! Great location in the ""meat packing"" district and very friendly staff. My husband and I arrived around 6:30 after a day of touring without a reservation and were able to be seated outside without a wait. The food...More","New York City, New York","<span class=""ui_bubble_rating bubble_50""></span>",,50
9,"A friend recommended this place in the old (and still operating) meat packing district.  Happy, hip staff and really good smells coming from the kitchen.  We chose the dishes for the seafood--which we recognized--and trusted the mysterious ingredients--which we did not recognize--would work out.

They...More","Yokohama, Japan","<span class=""ui_bubble_rating bubble_40""></span>",,40
0,I very like the ambiance in this place i think it a very nice place to eat good choice of fish combine with lot lovely nordic herb i hadthe langoustine from norway with lovage was delicious nice wine list and can also seat outside to...More,"Montreal, Canada","<span class=""ui_bubble_rating bubble_50""></span>",,50
1,"Every dish we ordered was superb.   Some involved unusual ingredients, and there were interesting manners of preparation.  The location is a lot of fun: it is a sort of warehouse-y area which I think may have been the meat-packing district.  No evidence of that kind...More","Urbana, Illinois","<span class=""ui_bubble_rating bubble_50""></span>",,50
2,"Location shocking. This was our wedding anniversary and it certainly was a huge mistake. Food was mediocre. How it made top ten places to eat in Copenhagen I will never know. The exterior is like being on an industrial estate, the interior ready for demolition....More",Surrey,"<span class=""ui_bubble_rating bubble_30""></span>",,30
3,"This is a casula hipster location in the new trendy area of meatpacking district. In summertime you can enjoy sunset basking in the sun till you get seated. Food is of high quality and cocktails, rock! Great service too!","Paris, France","<span class=""ui_bubble_rating bubble_50""></span>",,50
4,"Very unusual, casual, out of the main stream setting.  Incredibly delicious seafood.  The food was well prepared and was from fesh ingredients.  Interesting menu with options for large or small plates.  You are able to mix/share orders of delicious and varied FRESH seafood treasures.  
The...More","Dayton, Ohio","<span class=""ui_bubble_rating bubble_50""></span>",,50
5,We ate here on a warm Saturday night in early July.  As we walked up to the restaurant we noticed many people in beach chairs and tables enjoying drinks and dinner.  We were early for our reservation so we sat at the bar for a...More,"Wantagh, New York","<span class=""ui_bubble_rating bubble_50""></span>",,50
6,"I loved this place more than I thought I would.   I thought it would be decent fish/seafood and it turned out to be high end , inventive, flavorful seafood in an industrial setting in Copenhagen's meat packaging district.    We started with the langoustine and brill,...More","New York City, New York","<span class=""ui_bubble_rating bubble_50""></span>",,50
7,"Excellent. Flavor, freshness, preparation, atmosphere (for my sensibility), the people.   It is very straightforward -- not the place to go for a traditional style of service. It is relaxed but superb.","Richmond, Virginia","<span class=""ui_bubble_rating bubble_50""></span>",,50
8,"Disappointed with this restaurant. The head waitress/manager was very rude and full of attitude. Prices very high for the small amount of food on the plate. If you come from a country where the fish is reasonable or better, then no need to bother with...More",Australia,"<span class=""ui_bubble_rating bubble_20""></span>",,20
9,"Cool and stylish place in industrial design for excellent fish and seafood. Don't be scared by the first impression of the waiters that can be one of arrogance. Normally, you quite quickly get a seat. I have been here several times. Suggested improvements: Add more...More","Geneva, Switzerland","<span class=""ui_bubble_rating bubble_40""></span>",,40
0,The best mussels in Copenhagen! They deserve the good reviews. We were lucky to arrive earlysince we did not have any reservation. The place gets filed up easily.,Philippines,"<span class=""ui_bubble_rating bubble_50""></span>",,50
1,"We were recommended to visit this restaurant by our son-in-law and were not disappointed by our evening. It's not cheap, but the sea food was superb and well worth the expense. A very busy restaurant, with closely spaced tables, but this allowed interaction with other...More",Marlow,"<span class=""ui_bubble_rating bubble_50""></span>",,50
2,"This restaurant is located in the old meat packing district of Copenhagen which is progressively being re-purposed as a sort of restaurant row. The place is modern but bears strategically placed scars showing it's past and character. The food is absolutely delicious, try the langoustine...More","Austin, Texas","<span class=""ui_bubble_rating bubble_50""></span>",,50
3,"Stopped in here with a friend to really just have some oysters and a glass of wine... Ended up having multiple servings of oysters, a couple of glasses of wine and espresso martinis. 
The oysters were super fresh and delicious.",San Francisico,"<span class=""ui_bubble_rating bubble_40""></span>",,40
4,Rustic industrial environment. Food lived up to expectancy. Very crowded. Booking a must unless you arrive at opening time and want to sit in the bar.,"Stockholm, Sweden","<span class=""ui_bubble_rating bubble_40""></span>",,40
5,"This is a very popular location with the trendier locals and tourists, extremely busy, with very good food and drinks. You definitely have to book in advance!","Hamburg, Germany","<span class=""ui_bubble_rating bubble_40""></span>",,40
6,"Loved this place. Great food and great service. We sat at the bar since we didn't have a pre-booked table and the waiters were very accommodating. We decided to let the waiter pick all our courses, which was a good idea and we were pleasantly...More",Reykjavik,"<span class=""ui_bubble_rating bubble_40""></span>",,40
7,"It's in the meatpacking district, but it's really not that far from the main train station, so don't let that turn you off. The food was excellent - highly recommend the mussels (they're local!).","Toronto, Canada","<span class=""ui_bubble_rating bubble_50""></span>",,50
8,"This restaurant lives from its location, decor and the hip crowd. The food was decent and well presented, although I had better food elsewhere. Overall, it was rather pricey for what we got as the portions were very small. 
Nevertheless, it's a cool location for...More","Basel, Switzerland","<span class=""ui_bubble_rating bubble_40""></span>",,40
9,Top-arrogant bartenders destroying the overall positive hype and impression of the restaurant and the food.,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_20""></span>",,20
0,Heard great things about here. We enjoyed our meal. There were one or two things that didn't go quite right (bar was very slow to get the wine so we were well into the starter before the waitress decided to go and get the wine...More,"Windsor, United Kingdom","<span class=""ui_bubble_rating bubble_40""></span>",,40
1,"We dined here on our first night in Copenhagen. I loved that it was not located on a busy street. The food was amazing. We had the oysters - twice. Unlike other reviews, we experienced excellent service here. We were a group of 8.","Willemstad, Curacao","<span class=""ui_bubble_rating bubble_50""></span>",,50
2,"Basic decor,lots of counter seating too,and not in Copenhagen's smartest area either.
Busy,especially with locals. Clue is in the food- well cooked seafood. And very clever desserts.
Yes, the portions are smallish- but we were fine with a starter, main ,and dessert.
Staff are very...More","Shandon, United Kingdom","<span class=""ui_bubble_rating bubble_40""></span>",,40
3,"My boyfriend and I were in Copenhagen and wanted to try out a Michelin rated restaurant. This place has great reviews and it looked like we could squeeze it into our budget, unlike many other nice restaurants in Copenhagen. The staff were pretty cold to...More","Denver, Colorado","<span class=""ui_bubble_rating bubble_30""></span>",,30
4,"The food was good but SO OVERPRICED, even by Cph standards. We spent over 800kr/person and we had one beer each so it wasn't wine that hiked the price up. We left to find dessert elsewhere. I would never go back there.","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_20""></span>",,20
5,"Like many reviewers have already stated, this is a place to be seen.  The greeting by the lady at the door was pretty cool and expressionless but we quickly realised that all the staff were very cool and mostly without expression!!  We sat at the...More","Munich, Germany","<span class=""ui_bubble_rating bubble_30""></span>",,30
6,"we booked and we were glad we did, the restaurant is in the meatpacking district, don't be shocked as from the outside it looks nothing and its not plush inside, but the food more than makes up for any initial impressions, as a seafood lover...More",Chester,"<span class=""ui_bubble_rating bubble_40""></span>",,40
7,"This restaurant is out of the way in the meat packing district, and is very non-descript in appearance blending with the surrounding white buildings.  There is an aquarium column with fish swimming around but it is very low key (tiny fish) so you might overlook...More","Wiesbaden, Germany","<span class=""ui_bubble_rating bubble_40""></span>",,40
8,"We can't understand the hype with this restaurant. Yes, the fitout is good, as were our drinks.  However the food was an utter disappointment. We had 3 'medium' dishes. The squid, langoustine and fish and chips. I concur with other reviewers that the meals are...More","Wellington, New Zealand","<span class=""ui_bubble_rating bubble_20""></span>",,20
9,"As the cab brought us there, we were a bit apprehensive...it's in the old meatpacking district...but what we found was ""of the moment"", fun and most importantly the food was fabulous.   Fresh, fresh oysters and a wonderful plaice...and lovely wines by the glass as well....More","New York City, New York","<span class=""ui_bubble_rating bubble_50""></span>",,50
0,"Located in the meatpacking district, you can find the coolest people from Copenhagen hanging around the neighbourhood. Fiskebar is all about great food and great atmosphere!","Sao Paulo, SP","<span class=""ui_bubble_rating bubble_50""></span>",,50
1,"Expect to pay a lot, eat small servings, sit outside or at the bar without a reservation, and maybe get a server with an attitude.  Food was delicious, creative, pretty, but portions were really small, even for European appetites.  It's a Copenhagen hot spot this...More","Portland, Maine","<span class=""ui_bubble_rating bubble_20""></span>",,20
2,"We sat outside but if you have the chance to grab a table or sit at the bar then that would be better.
Great fish, presented far more beautifully than expected. Also a nice piece of ribeye steak and a good salad. Loved the way...More","Auckland Central, New Zealand","<span class=""ui_bubble_rating bubble_40""></span>",,40
3,This place was a surprise.   Not sure what to expect but it came recommended by the same person who recommended Fru K in Oslo so gave it a chance.   Very casual atmosphere with people drinking on lawn chairs outside and inside it was warehouse-chic but...More,"London, United Kingdom","<span class=""ui_bubble_rating bubble_50""></span>",,50
4,"Warning - portions are on the small side and prices are on the higher end of things (comparing to more formal seafood places in NYC).   However, the chef does a great job of making the seafood's flavor come out - be it the razor clam,...More",NYC,"<span class=""ui_bubble_rating bubble_40""></span>",,40
5,"Recommended by our hotel, the Kødbyens Fiskebar is situated in a food-processing ""complex"" close to the hotel quarter south of the central station. There's a mix of restaurants amongst fish and meat suppliers - it's actually an interesting part of town and vibrant throughout the...More",London,"<span class=""ui_bubble_rating bubble_30""></span>",,30
6,"Great food, liked the atmosphere, obviously us touristas don't go there often - the taxi driver took a bit of time to work out where we wanted to go.","Vancouver, Canada","<span class=""ui_bubble_rating bubble_50""></span>",,50
7,My visit to Kødbyens Fiskebar was the foody highlight of my trip to Copenhagen. I went early mid-week in order to be sure of getting a table without booking. The restaurant is located in an unusal place where resaurants mix with industrial businesses. The industral...More,"London, United Kingdom","<span class=""ui_bubble_rating bubble_50""></span>",,50
8,"We were there last night at 9pm, our waiter was rude, we ordered a bottle of white wine and it was at room temperature and after he served the first round, he didn't care about the next rounds. The portions are ridiculous and the taste...More","Copenhagen, Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_10""></span>",,10
9,"this place is ridiculosly overrated. we spent over 500 kr per person (almost 100 US dollars) and portions were so small we left the place hungrier than before! The service was poor, even poorer than the typical Danish standard. Last but not least, the white...More","Barcelona, Spain","<span class=""ui_bubble_rating bubble_10""></span>",,10
0,"Four of us on a very special night enjoyed a very unique experience. The ambiance, the service, the food, the presentation and food that titillated the senses in a magnificent way. All of us (not very easily impressed) left thrilled and grateful for the very...More","Halifax, Canada","<span class=""ui_bubble_rating bubble_50""></span>",,50
1,"This is a very popular and fashionable restaurant located in a 1930's industrial building in part of what used to be the central meat market.
An informal relaxed atmosphere. 
The decor was a mixture of modern features such as a column containing a fish tank...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_30""></span>",,30
2,"A perfect combination of a very cool, industrial interior with imaginative, delicious cuisine. The service was really impeccable (warm, friendly without being too friendly). A big asset is certainly the bar where you can also eat or drink and generally hang out loosely with friends...More","Athens, Greece","<span class=""ui_bubble_rating bubble_50""></span>",,50
3,Me and  my wife were recommended going Kodbyen in general by a friend and the choice of Fiskebaren was a mere coincidence. I  love these kind of restauarants that combine old building features with new which means I loved the (busy) ambience from start to...More,"Stockholm, Sweden","<span class=""ui_bubble_rating bubble_50""></span>",,50
4,"We had some difficulties finding the place. Walking around when temperatures are 3C with a wind chill several degrees lower didn't really help. luckily, the people whom we spoke to were very helpful. Loved the decor. 

Excellent sea food fare especially the raw oysters, mussels...More",Kuala Lumpur,"<span class=""ui_bubble_rating bubble_40""></span>",,40
5,"Fish dishes are excellent with modern twists at reasonable prices- would recommend if you are in town for the weekend.  Went with my son at 3yr and partner, staff were friendly and attentive. We had the lopster broth, fish and chips and seabass, they were...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_40""></span>",,40
6,"We went here for dinner 13-04-13. It's location is good, unexspected. 
Though we made reservations like a month in advance, they first seated us at the worst table. When we asked for another one, that was not a problem. The menu was small but nice....More","Groningen, The Netherlands","<span class=""ui_bubble_rating bubble_30""></span>",,30
7,"We were a bit apprehensive going here because of the Bib Gourmand rep. However, we had an exquisite meal here. White house wine was also very good. We would recommend either making a reservation (which is easily done online) or go here on a sunday....More","Leiden, The Netherlands","<span class=""ui_bubble_rating bubble_50""></span>",,50
8,"We booked a few days in Copenhagen for my wife's big 50 and we loved it. I selected this restaurant from trip adviser. The service was spot on, we were greeted, taken to our table and offered a complementary glass of champagne.  The food was...More","Clitheroe, United Kingdom","<span class=""ui_bubble_rating bubble_50""></span>",,50
9,"We met my wife's cousin for a pre-dinner drink then were seated for dinner. Cocktails are imaginative and delicious, expertly mixed by the very friendly bartender. Once seated, we enjoyed wonderful oysters and very well cooked fresh fish, all served quickly by our humorous waiter....More","Colney Hatch, United Kingdom","<span class=""ui_bubble_rating bubble_50""></span>",,50
0,"Loved the place, the location and the whole setting. It's a great place for even having a bite before a night out but of course also to have a full multi-course dinner. At least on a Friday night it was more lounge/bar like with good...More","Oslo, Norway","<span class=""ui_bubble_rating bubble_50""></span>",,50
1,An upmarket seafood restaurant in Copenhagen's hip Vestebro meat packing district. My experience began on a sour note with the bar staff completely ignoring my order of a bottled local beer and casually pouring me a pint of Calrsburg from the tap. After that mishap...More,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_40""></span>",,40
2,"We visited Fiskebar on a very cold evening at the end of November last year, the log-burning brazier outside the restaurant acted as a beacon for us to find the place. It has an achingly cool interior, dark and cool but not in any pretentious...More","London, United Kingdom","<span class=""ui_bubble_rating bubble_50""></span>",,50
