,name,location
5,"A very cosy room full of atmosphere. Great and attentive service from Will from the beginning to the second we left the restaurant. The food was really honest and tasty. We loved the salmon, mussels, duck, pasta and sticky toffee pudding. The only dish I...More","Aalborg, Denmark"
6,The food is delicious and it was nice to be welcomed by Australians! Staff were very friendly and accommodating. Would definitely go again!,"Stockholm, Stockholms Län, Sweden"
7,"Best burger, good value. The focaccia bread they use for the burgers is delicious. Strongly recommended.",
8,"The password for the wi-fi revieils a lot about this place & it's personality
Jointly owned by an Australian, french and Canadian the menu, decor & attitude all betray this combination. 
The menu is quite limited (always a good sign in my book). I had...More","Machynlleth, United Kingdom"
9,My brother and I treated our Dad to a surprise weekend trip to Copenhagen and we all agreed that having our meal at Tight was one of the highlights.  We hadn't booked and chanced it after reading the reviews on Trip Advisor but the owner...More,"Bristol, United Kingdom"
0,"As soon as I bit into the ""Tight Burger"", I was reminded of the episode of How I Met Your Mother where Marshall searches for the best burger in New York. If he were in Copenhagen, he'd have found it here. Delicious!

Great friendly service,...More","Wirral, United Kingdom"
1,We had dinner at Tight yesterday and it was just great! The service and staff is excellent. We had the famous tight burgers and it was the best burger I ahve eaten in my life. Even the baby potatoes served with the burger were great....More,"Istanbul, Turkey"
2,Myself and two work colleagues have been staying in a hotel in a small village with only the hotel restaurant to eat in so thought we would treat ourselves to a trip into Copenhagen for a bit of variety.  It was well worth the trip!...More,"London, United Kingdom"
3,"Nice variety of choices on the menu. We had 2 appetizers and 2 mains and all were very, very good and excellent value. The atmosphere was very warm, cozy and inviting and the service was fantastic.  Thoroughly enjoyed it and highly recommend it.","Richmond, VA"
4,I took my girlfriend to Copenhagen for the weekend to celebrate her birthday and I booked a table at Tight based on the reviews that I had read on Tripadvisor. I'm really pleased that I did as we had such a great evening. The food...More,"Basel, Switzerland"
5,"We rather overwhelmed Tight on Halloween with a party of 40 multilingual people. They were very gracious and hustled all night to keep up with us. We all enjoyed ourselves.

We restricted the  menu to a fish, vegetarian  and  beef themes.  Each course was well...More","Central Massachusetts, USA"
6,"We chose this restaurant from its rating on tripadvisor, and it is well worth a visit. We visited Tight on a quite late on on a Wednesday night, we didn't book and there were plenty of tables and the service was friendly and quick. 
Although...More","Liverpool, United Kingdom"
7,"We found Tight on the friday night but it was full so we took a table on the saturday, only available time 7pm.
We were shown through the buzzing atmosphere of a full restaurant in to the lower room with a bar and kitchen area...More",Hampshire
8,If you are looking for good food in Copenhagen for a reasonable price this is the place to go. Get the 2 course meal and share the app or desert. Cod and pork were both delicious . The service from the Aussies that work there...More,"Eagan, Minnesota"
9,"We went with friends after a day visiting the city. The owner is canadian and is very friendly. 
We took mussels and beef carpaccio for starters: very good.
Then we took the very known burger and the pork schnitzel: also good but not excellent. 
The...More","Lausanne, Switzerland"
0,"We used TA to select Tight as a 'must do' for our short break to Copenhagen and we were glad we did.  Thankfully, we had pre-booked via the restaurant's website for a table for 2 on Halloween and it was good that we did.  The...More","Waterlooville, United Kingdom"
1,"We decided to try this restaurant due to the reviews here. We were not disappointed! The menu has variety and honestly we had a little trouble choosing because everything sounded so good! We settled on the Surf and Turf which I highly recommend. Very tasty,...More","Houston, Texas"
2,"The meat was from two different cuts, one part cooked well, the other almost rear... the red wine was chilled in the fridge (undrinkable).. the... mediteranian soup, was just prawn juice...

all in all, there are hundreds of little restaurants in copenhagen that are much...More",Athens
3,"First stop on a 4 day Halloween visit to take in the Tivoli before it closes for Christmas preparation. We were a party of 3, and a walk in without reservation at 5pm Saturday. I suspect we'd not have got in an hour later, as...More",UK
4,"Dinner at this place was worth every Kroner it cost. A small cosy restaurant decorated with taste. Inspired menu, warm service, just a lovely experience. If you had to have one nice dinner in CPH, this has to be the one. Make sure you have...More","Montreal, Canada"
5,"A really nice romantic dinner! Tasty and delicate, we enjoyed all dishes as a journey around the world! Service was really good, friendly and professional. The decoration is warm and original. A place you should definitely try!","Biel, Switzerland"
6,The Tight-burger was excellent. Liked the atmosphere and staff was very friendly. Will likely eat here again when visiting Copenhagen.,"Uppsala, Sweden"
7,"We had the 5 course tasting menu with wine, and loved all of it! Great friendly service, and nice atmosphere",
8,"I had the 5 course set menu. Amazing value for money in my opinion, but I am Norwegian and therefore used to high prices. It was really yummy, but a lot of food. Super friendly service. Charming locale,","Oslo, Norway"
9,It is a very good restaurant ! There is a very atmosphere! Reasonable price! I can absolutely recommend it.,
0,"Try Surf'-n'-turf steak (medium rare) and duck confit!Service -attentive, polite, helpful, in one word-very nice.Meat-fresh and tender; mussels as a starter-fresh&delicious.",
1,"We were in Copenhagen for 4 short nights and we found ourselves dining here twice.  It was that good!  It was our first and last meals.  Both times the cozy warm ambiance was welcoming, the  service was impeccable and the food and drinks were excellent....More","Carlsbad, California"
2,"Tight is run by three English speaking guys that run a nice clean place and make a great burger. Just off Strøget, this is a good place to end up after a shopping spree or a long day of touristing.","Copenhagen, Denmark"
3,"We are so pleased with our experience at TIGHT tonight! The restaurant has a laid-back, hip, welcoming atmosphere and staff. We went around 7:30 & were seated immediately, but it filled up quickly, so probably make a reservation if you can.  A great selection of...More",
4,Very good wine and food pairings an some lovey food of an international nature. Would definitely go back and try some of the other options,"Maidenhead, United Kingdom"
5,"One of my favorite places to dine in Copenhagen when I'm alone,

1. Owners/Staff - excellent service and they really made me feel comfortable and welcomed. The ambience and the atmosphere of the restaurant is second to none, and they have great dining music as...More","Copenhagen, Denmark"
6,"This place is a definet must do, if your in Copenhagen! Really nice people, the service was really good, the food was even better! You have a choice of a two or three course meal, I had the two course and it was almost to...More",
7,"I've been here tonight, on a business trip, following a Tripadvisor suggestion. I was looking for some well-cooked meat without having an over-exagerated portion, served in a fancy way, surrounded by a cousy athmosphere. This is what I got!
One more word for staff. Both...More",
8,"I really liked the restaurant´s location and atmosphere, and it was much larger than i thought from outside :)  
Had the housebrand burger ,and yes it was good, but not exceptional.  So a bit disappointed compared to my very high expectations from previous reviews and...More",
9,"We had 4 course menu on  saturday evening 22.9. Food was ok, but the waiters were too busy. So service was a bit slow, but we had fun. They would have needed one more waiter.","Turku, Finland"
0,"Hidden away, you might miss this restaurant. But you shouldn't. It is friendly, atmospheric, informal and good value. The staff are not only very helpful but knowledgeable, and did their best to accomodate that complexities of various dietary requirements that are now de rigeur in...More","London, United Kingdom"
1,"Good food, good service and a great atmosphere make this a perfect dinner restaurant.

There is a two course minimum of the cost of about US$40-US$50 for a dinner.  If you're with a group then you can get a set course menu for the table....More","Montreal, Canada"
2,"Just returned from business / pleasure travel and before any time slips by, I must share review of our best dining experience in Amsterdam. We join the ranks of those who sing the praises of “Tight.”  Hands down, it was the best meal overall considering...More","Charlottesville, VA"
3,"Went here in Sept 2012 with 3 colleagues after reading some of the reviews and we had a very pleasant evening. Turned up at 8pm and managed to get a table at the back of the otherwise packed restaurant. 

The service was great, pleasant welcome...More",Glasgow
4,"Unlike most of the well-reviewed restaurants in CPH this one is right in the centre of CPH, half way between Nytov metro and tivoli gardens, about 30secs of the main streets.

A large split level restaurant so you can sit in relative privacy but they...More","Cambridge, United Kingdom"
5,After reading all the good opinions about this restaurant I booked a table there and had a very dissappointing meal. We ordered two burgers and one plate of mussels for two people. It took them more than half an hour to serve us the food....More,"Barcelona, Spain"
6,"It's Sunday night CPH. Try snagging a restaurant. Read through the reviews, BANG, up pops Tight. Sounds good so we make a reser, & head there at 6:30. Will Smith, an owner & fellow Pacific NW guy. Greets us at the door, tells us how...More","Portland, OR"
7,"Great place to spent a Saturday evening in company of good friends, great food (the burger is EXCELLENT) and a great atmosphere. 
the staff is good,even though they were very very busy they did their best once you got their attention ;)
Will def be...More",Asia
8,"Based on the existing Tripadvisor reviews, my wife and I stopped by Tight for a glass of wine and a snack.  We had a nice chat with one of the owners and decided to make a dinner reservation for the following night.

Upon arrival, we...More","San francisco, California, USA"
9,"Really nice and kind people! Very helpful!
Interior is really cosy and magnificent.
The food was really good! price = quality!!!!","Tongeren, Belgium"
0,"The relaxed atmosphere shouldn't make you underestimate the quality and presentation of the food at this brilliant restaurant. 
I visited this restaurant based on previous reviews. The owner was very welcoming. The place has a great casual and comfortable vibe. I was extremely surprised when...More","Dublin, Ireland"
1,"I had dinner with my friends at Tight Restaurant summer 2011. Those days, it was aparently the number rest. in CPH, and I will also have to agree with that. I had Lamb Chop and it tasted very unique and special. The sauce was very...More","Beirut, Lebanon"
2,"We just happened upon Tight and just went in for a cocktail. Decided to eat due to the great atmosphere expecting the food to be average. We were pleasantly surprised, I had the most delicious steak I've had for a long time! Service was excellent...More",Brighton
3,A must try didn't plan to go here but so glad we did food was yum and staff were very welcoming. If this place was in Falmouth Cornwall would go often. Great food good vibe and a good price!,"Falmouth, United Kingdom"
4,"We took a chance, called and were able to be seated @ 9 pm. on a Fri night.
The owners of ""Tight"" are two young guys, one from Austrailia, the other Vancouver, both stopped by and chatted thru out the meal, gave us their story...More",sugarloaf shores fl
5,"Had a great time chatting with the owner and felt extremely welcome. Service was great, ambience was superb, food was delicious- would definitely come again!","Seattle, Washington"
6,"I would highly recommend Tight!  The food was amazing, good size portions and excellent service!  Its a comfortable vibe that mixes amazing food and service with a laid back atmoshphere.  We felt totally comforatable in our jeans and t-shirts.  Don't miss this place.","Bellingham, Washington"
7,"Excellent food, great service and nice atmosphere at a very reasonable price. I had the 5 course menu and every dish was a new highlight. Especially the mussels were magic. The atmosphere is relaxed, the interior is nice, rustic and cosy. Loved it!","Oslo, Norway"
8,"Four of us ate here on our first evening in Copenhagen. The welcome was so warm from Canadian Will that we ate here on our last night too.We really enjoyed a wide range of dishes including gravlax, mussels, salad, steak, burgers and my favourite -...More","Lewes, United Kingdom"
9,"Cozy little restaurant in the cente city, with interesting menu where everyone can choose something for their taste, nicely made dishes and good service. One of the good plases in town",
0,"Owned and run by an Aussie and a Canadian, this restaurant come night club is a must to visit.  This gem of a place was recommended to us by a local retailer when we enquired about a good place to eat, so we were confident...More","Brisbane, Australia"
1,"The restaurant was really quiet when we went, we were one of the few patrons there.  The staff was young and happy to be there.  Ordered the pre-fixe which is a great value.  They don't really explain what the dishes are but the food is...More","London, United Kingdom"
2,"It was very hot and humid the night we ate here, and the restaurant was very hot and sticky, which was a realy shame. The food was very good though, and big portions, so you don't leave hungry.",london
3,"This place must be one of the best meals I've had in a long time. Food was fantastic, I highly recommend the salmon starter if still on the menu! Also good wine selection and the atmosphere was great. The staff are really lovely and friendly....More","Sydney, Australia"
4,We spend our 1st wedding anniversary at Tight. Great personal service. Free glass of champagne as the guys knew from our reservation it's our anniversary. Ate the three course menu and every meal was heaven send. Accompanied by top wines. Choose the three whooly sheep...More,"Hannover, Germany"
5,The food is superb.  The service is excellent.  The atmosphere and environment is sophisticated and casual at the same time.  It is an exceptional restaurant experience and I would highly recommend it to any stylish visitor to Copenhagen.,"Salt Lake City, Utah"
6,One of the best dinners we have had on our trip. Excellent wine and beers. Just chilled out there all evening!,
7,"Had a Tight Burger on a sunny Saturday lunchtime, the large windows were open making for a great place to watch people go by on a quiet street away from the craziness of Stroget (shopping street).
Service was friendly and relaxed yet professional. I just...More","Estepona, Spain"
8,"We made a reservation for 7pm on Friday (was reasonably empty when we got there) and was glad we did as when we left close to 9pm, the restaurant was packed. Unfortunately we picked a day when the ventilation broke down so dinner was an...More","London, United Kingdom"
9,We tried the five-course tasting menu with wine-menu as well. Absolutely to be recommended. Fantastic food and superb wine at a fair price. And a laid back atmosphere. Will definitely come back:-),"Odense, Fyn, Denmark"
0,"Great, cosy restaurant. Very good food! The price level was ok since Copenhagen is quite an expensive city. We booked a table beforehand but it was not needed.","Kempele, Finland"
1,Our best meal on our recent trip to the Baltic countries. Absolutely delicious. Beef carpaccio to die for!,
2,Very friendly staff and speak great English.  Food was really good and casual bistro.  Neat space near shopping area.  The surf and turf was great.,"Punta Cana, Dominican Republic"
3,"We have been dining at this restaurant since its beginning some years ago and we still think that it is one of the best restaurants in Copenhagen. The owners are so friendly and you get just that kind of personal attention that you love. 

The...More","Copenhagen, Denmark"
4,Tight was an amazing experience ! It was the nicest service I had ever seen and the waiters have great stories to tell! The food was also to perfection. I thought the setting was nice and very comfortable. I think the desert was to die...More,"Winston Salem, North Carolina"
5,The service was extremely good. Our server was in fact the owner. The whole place was very casual and it is not necessary to dress out. The food was pretty good. The dessert was imaculate. The surrrouding area wasbeing rennovated so it wasnt the nicest....More,"Winston-Salem, North Carolina, United States"
6,"The appetizers were great.. GravLax was best I've had. My wife had the fish soup which was good. I had the pork tenderloins which tasted great, but a touch over cooked (not sure if that's the norm in Copenhagen). My wife had the surf and...More","Avondale, Arizona"
7,"The two owners/business partners (from Vancouver and Australia) are clearly very dedicated to providing excellent food at an affordable price (adjusted for Scandanavia of course) and great service as well. 

If anything, the restaurant smelled like truffles, and when the fuse tripped for a few...More",
8,"We made our reservation on line and Joel's communication with us was great! he was very accomodating as we were a group of 12.

Great food and atmosphere. Really good burgers!","Baltimore, Maryland"
9,"In addition price level is very decent considering the location (and city). I visit it twice, once with my wife and another time with a group of customers. Both times everything went fluently, great food, friendly staff and pleasant atmosphere.

I would also like to...More",Finland
0,"This is quite a large cosy and casual bar / restaurant just off the main shopping street.

We had dinner here, the starters were good, however the 'famous' tight burger was rather a let down and expensive too.

Cost for 2 courses and 2 drinks...More",London
1,"First impression of Tight was the smell, it smelled like a public urinal. Shubidua! But the food was ok. Staff was friendly, but turned of the light when they were bored of guests.More","Trondheim, Norway"
2,"I got the burger as part of the 3-course dinner.  My starter course and dessert were very good, but the burger and potatoes were the definite highlights.  Terrific foccacia bread, juicy meat and perfect roasted potatoes.  I wish I lived closer!","Philadelphia, Pennsylvania"
3,"The whole composition is really really nice with mushrooms, ""focaccia bun"", cheese, red cabbage (?) and great roast potatoes. Or, more like home fries that you'd get in the US. But, compared to US-burgers, the patty itself is bland. Nothing wrong with it, but it's...More","Gothenburg, Sweden"
4,Excellent meal...nice people...best burger service was especially friendly.,"New York City, New York"
5,"Dined here with work colleagues, very enjoyable evening, great food and atmosphere. The steak was particularly good!","Cheriton, United Kingdom"
6,"Our first night in Copenhagen we ate at Tight and loved the pork schnitzel and profiteroles.  Excellent service.  Welcoming, friendly staff.  Very good value","Minnespolis, MN"
7,"This is an Australian-French Restaurant is located in one of the charming parallel streets of Strøet - the shopping and most touristic street in CPH, in a cozy venue with wide glass windows and wood decoration. I actually recommend to sit by the window, specially...More","Copenhagen, Denmark"
8,"The cuisine is fantastic: your choice of either 2 course meal (235 dk, I think) or 3 course meal (285 dk, I think). Our party of three tried seafood soup, open-faced sandwiches, or smoked salmon with its special cream sauce as first course; mussels, hamburgers...More","Houston, Texas"
9,"My wife and I chose the 5 Course Tasting with 4 glases of wine Menu (http://www.tight-cph.dk/#2). 

Every course was accompanied with matching wine.  The portion of every course was just nice and the tastes, simply brilliant! 

When come to desserts, my wife had had enough...More","Singapore, Singapore"
0,"We went to Tight on the second night during our holiday to Copenhagen. The food is really tasty and fresh.  I had the salmon and burger and my partner the summer salad and mussels.  Although the food is good, it is expensive - around £100...More","Ormskirk, United Kingdom"
1,"It's been a while since I have been here but after traveling and looking back to this it was sure a winner! Great service even though the restaurant was very busy at the time the owner made sure that everythig was perfect , I was...More","Amsterdam, The Netherlands"
2,"This was my second attempt to visit Tight, and I finally managed to get a table. The little restaurant is just off the beaten track, so has a nice ambiance that's not affected by the mass of crowds on the main street. Most of the...More","London, United Kingdom"
3,Had a wonderful dinner of two course menu with wine. The service from the beginning was friendly and efficient we ordered and the starters were quickly out(we had the salmon and beef carpaccio) both dishes were fresh clean and flavorful with great Nordic twists. Our...More,"Copenhagen, Denmark"
4,"The burger here is wicked good, great atmospher, it's a little pricey, but the service and food will help you overcome that issue. I also tried vegemite there for the first time, yes, it's a cool restaurant.","Los Angeles, California"
5,"The food here was good, but not excellent. We went for the Tight burgers and yes, they were good burgers, but certainly not the best I have EVER tasted. The service was friendly but a little slow (otherwise) I would have given it a ""Good""...More",London
6,"Had the tasting menu and wine menu with it, which was semi gourmet at best, good at its ""worst"".
At the price, it was amazing value, I think. Nice ambience for an informal, relaxed evening with friends or whoever.","Oslo, Norway"
7,"We found out about the restaurant through Tripadvisor and it was as good as it was rated in every way. We had fish soup, oven baked cod, mozzarella salad and Tight burger, all excellent. The wine list is not long but the wines we tried...More","Vientiane, Laos"
8,Im a local and had dinner at Tight with some Swedish friends who have heard about the place and wanted to try it. The food is OK (nothing more) but I really can't understand that it is supposed to be the 8. most popular restaurant...More,Copenhagen
9,International atmosphere and so it the kitchen. Good place near Strøget,"Copenhagen, Denmark"
0,I'm a local of Copenhagen and was hungry on a friday night. Found the reviews just like you to be amazing. Here is my burger judgment: it's a tasty but mediocre burger. The atmosphere is really good though and they have really nice reds by...More,"Copenhagen, Denmark"
1,Tight was really easy to find in the middle of the city (just look for the Lego shop and you're not far away) and had a really welcoming atmosphere when we arrived. My wife and I are both vegetarians and found the menu slightly restrictive...More,
2,"Loved this restaurant, food was great and the surrondings were very nice. more than helpful staff, the best we met in Copenhagen!",chester/n.wales
3,"So great, pure yumminess all around. The waiter was super nice and ambiance was lovely. My husband had the duck confit which was incredible and buttery. My burger was perfect, you can just tell when something has quality ingredients put in, and this definitely does....More",
4,"Great food, prices and service.  Our server was very attentive, a rarity in Copenhagen.  This will be our new go to place when we have company from out of town.","Copenhagen, Denmark"
5,"Went here with my wife on the basis that it was so highly rated on tripadvisor (8th at the time we went).

The menu requires that you have a minimum of 2 courses and as this was our fine dining night on our weekend in...More",Guernsey
6,We ate five portion tasting menu with vines for 495 krones each. Say no more. Great food with great value for money.,"Helsinki, Finland"
7,"Called here during a short break to Copenhagen. The food was very good and well presented with prices competitive in this expensive city. The waitress was friendly and the owner/manager made a point of chatting with the customers. Nicely decorated with a good ambience.
Good...More","Newark-on-Trent, United Kingdom"
8,"My partner and I have always been a big fan of Cafe Tight. We have enjoyed their burgers, which is 140 DKK (18 euros or $25), and friendly service. But service has lowered since my first trip to Tight two years ago. 

Tonight was a...More","Copenhagen, Denmark"
9,"Found this Restaraunt by searching on reviews here on trip advisor, it's very busy and we hadn't booked on a Friday, we called in and the front of house staff told us to return in an hour and he would find us a table, this...More","Charneca, Portugal"
0,"Great food, great service, good value in a very expensive city.  Had as a couple the mushroom soup, mussels, and burgers, all of them very good indeed.","Sao Paulo, Brazil"
1,"For that price range (140 dkk) it is very good. Definitely better than other burger places in town (like Halifax, Burger n Bun, Cocks and Cows). But I still like the burger at MASH and Cafe G more. 

The service is warm and great!",Copenhagen
2,"At a loose end in Copenhagen wandering around by myself in the evening looking for something to eat.  Spied a ""restaurant and gastro champagne bar"" and thought that looks OK.  On the door it said it was 4th out of over 300 restaurants in Copenhagen....More","Morpeth, United Kingdom"
3,I visited this restaurant with friends on Saturday 25 February. We were visiting Copenhagen for a weekend break although we used to live in the City and we know it well. This was our first visit to Tight and I was so impressed with it....More,"Glasgow, United Kingdom"
4,The staff were pleasant and genuinely friendly. The food was exceptional and the burger I had was among the best I have tried. The price of the burger (140 Danish Kroner) seemed affordable and reasonable compared to the quality of the meal and the great...More,"Odense, Denmark"
5,"Have visited this resturant several times: stable quality, and a safe choise - at a reasonable price. Possibly best value for money in this part of central CPH.",Norge
6,"Finally made it to Tight, we'd tried once before but I was in the mood for a salad which they don't offer.  Tight is a 2 course minimum unless you order the Tight burger for 140 DKK.  I wasn't that hungry, but it was cold...More","Copenhagen, Denmark"
7,"price, service, atmosphere. Have been there most of the times for brunch but also for ocassional dinners and lunch. Always kept the same quality.",
8,Impeccable service and delicious food. A very nice three course menu for less than 300 DKK.,"Oslo, Norway"
9,"The restaurant is literally thight - tables are set very close to each other as the space is limited. But this actually makes the restaurant unique and cozy,
Food was good. The starter soup (mushroom / mussels) was way too big, heavy and oily for...More","Espoo, Finland"
0,"Was on Tight at fruday 27 january.
We was using a Sweet Deal where we could choose 4  dishes out of 10, It was realy good, and you get value for your mony. The waiters was also very good, and fast too.
Food was hot,...More","Ishoej, Denmark"
1,"The food in general is really good. I think I've tried everything on their menu and I keep going back. The mussels are always delicious, the burger is great, but I think my favorites are the lamb and the duck.

The menu is interesting because...More","Copenhagen, Denmark"
2,"I enjoyed my meal at Tight in Copenhagen on New Year's Eve. The meal was a set menu including 6 courses and a number of glasses of wine and a glass of Champagne on arrival.

I was impressed by the quality of the output. Given...More",London
3,"I visited this lovely little restaurant on a saturday evening (no reservation was necessary)  i had the duck for main course and my boyfriend had the burger. he said it was the best burger he's ever had. The creme brulee was gorgeous, hot chocolates are...More","London, United Kingdom"
4,"An unpretentious service with down-to-earth waiters, many not from Denmark and not Danish speakers, distinguishes this spot where the seriously good food doesn't get in the way of the relaxed vibe. The low light gives it a very intimate feeling, with great food from starters...More","Oesterbro, Denmark"
5,We kind of ended up at this restaurant by accident. Walking through the city on our first night in Copenhagen we came across it. I had read something about it on Tripadvisor and remembered most comments were rather positive. Entering the restaurant you immediately felt...More,"Den Bosch, The Netherlands"
6,"We booked here in advance of our trip to Copenhagen after reading reviews on Trip advisor. Our bill was over £100 for the three courses, with little alcohol but it was all delicious. Lovely service, great ambience. 

I had Fois Grais (home made receipe) -...More","Bournemouth, United Kingdom"
7,Food are basic dishes but made very tasty and well served by the very service minded but at the same time laid back waiters. A place to relax in great atmosphere eating nice food.,Copenhagen
8,I came to this place as a recomendation from some friends.  I have read reviews about this place and seams like some people do not get the idea of TRIP. Advisor which is to give an honest and real idea b fellow travelers about places...More,mexico
9,"My wife and I just moved to Copenhagen and checked out Tight because it was #6 on Trip Advisor. Tight certainly lived up to the high expectations. We enjoyed the mussels appetizer, and loved both our entres, the burger and Cod. We'll certainly be heading...More","Copenhagen, Denmark"
0,"Me and my husband decided to go to this restaurant, because we it was the 6th of the best ones listed in the tripadvisor. We were expecting much more than it actually was. We had a starter and a main course. Both starters (the chicken...More","Tampere, Finland"
1,Went there between Christmas and New Year and although the ambience of the restaurant is very good with quaint decorations and an attractive looking champagne bar the food was pretty average. I don't think it deserves the high rating on Tripadvisor. If you are after...More,"London, United Kingdom"
2,"Went for Canadian style Danish Salmon and Burger. Both very tasty, friendly service would defintely recommend. Moderate price for Copenhagen",
3,Good location in the pitoresque streets of Stroget and a great atmosphere in this restaurant. Had a New Year Eve set menu and was not disappointed. Great food with good wine combinations. Recommend a visit!,"Kuala Lumpur, Malaysia"
4,Havn't had a better burger in Copenhagen. Great place for a meal after shopping!,"Copenhagen, Denmark"
5,"We've been there for the last two nights and both were excellent. The owner and his staff are very friendly and professionals, the cuisine is simple and tasty (I really suggest the Surf 'n'Turf). But most important of all... The quality/price value is the best...More",
6,"Had a dinner yesterday - I can suggest as a casual, cosy restoran with very good food. Service is excellent.",Tallinn
7,"I see Tight more as an Cafe than a restaurant. Anyways, great food, had a few of their dishes, all great! Tend to give it 4 stars only, but as I actually feally can't complain about anything, I'll give 5 :-)","Toronto, Canada"
8,"For me this ticked all the boxes and deserves a 5! A menu with enough choice but not bewildering, relaxed but friendly staff, good food prepared well and tasty, reasonable price (it was a business trip but I would have happily paid). The burger is...More","Stone, United Kingdom"
9,"in a contemporary setting but also warm, we had a moment so lovely that we came back two days later ! the service is both very professional and very friendly. we were very well advised on menus and drinks.  food is tasty, perfectly executed from...More","Lille, France"
0,"The Wine Chateau de Clos de Merseau is fantastic with mussels or bouillabesse. The Crème Brûlée is even better that the one you get at Bocuse's restaurant near Lyon, France. Incredible.","Grenoble, France"
1,"We visited in early November 11. This is a nice centrally-located restaurant with a relaxed atmosphere. The menu is quite short but has lots of nice options. Two courses is DKK 240 which, whilst cheap for copenhagen, is expensive for a bowl of soup and...More","Edinburgh, United Kingdom"
2,We booked Tight before we went to Copenhagen after reading the reviews on Trip Advisor.  We were worried that it might be a bit too casual for a meal with friends on our city break but we found it perfect for a relaxed but quality...More,"Ringwood, United Kingdom"
3,"Booked after buying a sweetdeal offer of a four dish tasting session with a glass of champagne. Atmosphere was good, it was busy for 7.30 on a saturday evening. Polite friendly service, waiter did ask if we enjoyed each course which was good. Risotto pumpkin...More","Copenhagen, Denmark"
4,"Being number 6 on the list of Copenhagen restaurants we decided to visit Tight. Booking online worked well. The atmosphere was very nice: tables a bit close though and the room a bit noisy. The restaurant served a good selection of pre courses, main courses...More","Copenhagen, Denmark"
5,"The decor and the atmosphere of the restaurant was nice and relaxed. It was very busy evening, the tables were packed, so it got quite hot in the upstairs. I ate great lamb shank and profiteroles as an dessert. The mojitos in the beginning and...More",Helsinki
6,Too expensive for such small portions. Service very slow. Din't really care about us. Had to ask and seek them out to get services.,"Chapel Hill, North Carolina"
7,"We selected Tight because of the simple and attractive menu, it was als o close to the main square where we were staying. The restaurant was marvellous, the food and service excellent, modern European type",Leeds
8,"This restaurant had a lovely atmosphere as we arrived.  We obviously had to try the burger, which very much lived up to its hype!

We really enjoyed our meal here and the price (in comparison to our other meals in Copenhagen) made it even better!","Exeter, United Kingdom"
9,Tight is known for a great burger and I actually tried it with a glass of good wine. It’s definitely at safe bet. I liked the starter even more. I had the “home made” foie gras and it was outstanding. After the dinner my group...More,"Reykjavik, Iceland"
0,"Fish was awesome,desserts killer! What a gem. So satisfying",
1,"The food was far above average. The staff was friendly, and they even made a nice mohito.","Horten, Norway"
2,"Lovely quiet restuarant tucked away off the main street. Food was excellent and big portions. Burger was amazing, salmon starter was very tasty too. They also have Hoegaarden on tap and serve it  in pints. Staff were friendly and spoke perfect english. Slightly less expensive...More",
3,"Tight has received some great reviews on here so I was curious to see how a place that sells burgers, surf and turf etc was so highly placed in teh restaurant ranking is Copenhagen.  I'm glad we booked as even though it was monday it...More","Thun, Switzerland"
4,A big Thank You goes out to fellow Trip Advisor reviewers for this one.  My group of 4 were out all day walking around downtown Copenhagen; we made our way over to Stroget Street to find a place to grab a drink and dinner.  We...More,"Bradenton, Florida"
5,"As hyped as this restaurant is on Tripadvisor I was expecting to be let down but thankfully it mostly lived up to the hype. The food was excellent and the atmosphere of the restaurant is pleasant. Not too overstated, not too trendy. The service was...More","Guelph, Canada"
6,"Of course we visited this restaurant, nmentioned in the top at tripadviser and in different city-guides.
But when we came there, where really dissappointed.
There is no sitting outside. Besides, it is situated on a small quiet street (truly to say just some steps from...More","Moscow, Russia"
7,"Of course we used Trip Advisor when looking for recommendations and happy we picked ""Tight"".  They make an amazing burger!  We didn't bother with starters and dove right into the huge burger.  The table next to us was 4 women and they were enjoying the...More","Los Angeles, California"
8,I got a great burger at restaurant Tight. It is very recomendable.,Pointe Aux Piments
9,"This small restaurant makes one of the best burgers I have tasted in Europe.  As a Kiwi, the intense Rugby conversation with the restaurant's French owner was an added bonus.  The service was good (though I would say we were almost the only customers).  The...More",
0,"We were greeted by someone who seemed totally disinterested, and the service continued in this vein all evening. The staff were inattentive, surly or both.
The restaurant was way too warm, and we heard several other diners complain about it.
The food was OK -...More","Copenhagen, Denmark"
1,"Trust Tripadvisor for hotel reviews: for restaurants, not so much. I think the writers are not so much foodies as they are just hungry.
""Tight"" (number 3 in Copenhagen) is as good an example of this as any. Highpoints include fast service, decent prices, good...More",boca raton
2,"We stopped by for lunch and one of their special hamburger.  It was one of the best I have ever eaten.   We paid about $40 for ice tea and two of their special burgers with fries.
Service was good.","Nipomo, California"
3,"I've lived 9 months in CPH and seen many restaurants, even the the famous Noma, but Tight isnthe place I come back and back. Every time I have visitors from my home country I take them to Tight, because it has tight atmosphere, excellent service...More",
4,"Their burger is truly one of the best in town. Pricy but good. And we had the mussules as well, we just cant stop licking our fingers :)Friendly staff great location fun environment:) ideal place for a easy night out with gals:)","Copenhagen, Denmark"
5,"this is a cozy little restaurant in central CPH. It is reasonably priced, with their famous burger at €20 - still expensive, but by CPH's standards a steal. The problem is, the hyped burger is ok at best, but wouldn't go very far against most...More",
