,name,location,bubble,dollars,rating,country,tourism
3308,"We ordered a fish and chips, mixed salade side dish, a vegetarian plate and the Hake – Western Shore. This fish was just perfect: cooking time, delicious taste and grate carrot mousse sauce. Gorgeous! 

I also ordered a glass of red wine (despite of the...More","Cortaillod, Switzerland","<span class=""ui_bubble_rating bubble_30""></span>",,30, Switzerland,Tourist
3309,"Read great reviews of this place.  It was bit confusing when we got there.  Since we didnt make any reservations, the hostess said we have to wait for a table inside.  She told us we could not sit at the table outside if we want...More","Colorado Springs, Colorado","<span class=""ui_bubble_rating bubble_40""></span>",,40, Colorado,Tourist
3310,"This restaurant was recommended by our hotel and by our travel guide--both were right on target.  The food was amazing and the service was great.  Try the mussels and the fish and chips. The staff was incredibly friendly.  If you are in Copenhagen, it is...More","Princeton, New Jersey","<span class=""ui_bubble_rating bubble_50""></span>",,50, New Jersey,Tourist
3312,"An overrated restaurant with miniature plates which are not because they are gourmet.
Even the basic fish and chips is all but good: overspiced and salty, small portion, with chips that should be cut fresh (but weren't) and the potato chosen (which wasn't) such that...More",Spain,"<span class=""ui_bubble_rating bubble_20""></span>",,20,Spain,Tourist
3313,"They have a ridiculously cool venue in what seems like an old fish market. Rough surfaces, but slick tiles in the bar. The trendy and knowledgable staff are your cool hipster crew. 
We chose the oyster tasting followed by several small warm dishes. They were...More","Drammen, Norway","<span class=""ui_bubble_rating bubble_50""></span>",,50, Norway,Tourist
3314,"I cannot fault the service or the food, however I feel that it is extremely expensive for what you get. My friend and I shared oysters and mussels and paid more than at another restaurant (for 3 courses each). The wine was fairly priced however...More",Switzerland,"<span class=""ui_bubble_rating bubble_30""></span>",,30,Switzerland,Tourist
3315,"Unique Restaurant in Copenhagen food and service very good, no decoration but been there is a good choice for eating Seafood from this side of the world","Santo Domingo, Dominican Republic","<span class=""ui_bubble_rating bubble_50""></span>",,50, Dominican Republic,Tourist
3316,"We visited twice on our 4 night stay to Copenhagen. The fish was amazing and the service was good, not cheap but worth it.","Bakewell, United Kingdom","<span class=""ui_bubble_rating bubble_50""></span>",,50, United Kingdom,Tourist
3317,"The seafood was quite good, but not what you'd get in a first-class restaurant.  Service was very friendly.  Prices reasonable for Denmark.  10 or 15 min walk from train station, through neighborhood that is not Copenhagen's best, but worthwhile to see how they are trying...More","Princeton, New Jersey","<span class=""ui_bubble_rating bubble_40""></span>",,40, New Jersey,Tourist
3318,"This was a great find and a wonderful seafood restaurant. I would go early as it gets very crowded , and then you'll have to wait. We were able to sit outside and that was nice . It was good , but very busy but...More","Wyoming, Ohio","<span class=""ui_bubble_rating bubble_40""></span>",,40, Ohio,Tourist
3319,"Nice location in the old meatpacker district, nice remodelling, friendly service from young staff speaking excellent English, but what is most important: amazing fish dishes...prepared with very fresh fish. A great overall experience","Brussels, Belgium","<span class=""ui_bubble_rating bubble_50""></span>",,50, Belgium,Tourist
3320,Went to Fiskebar twice for dinner during our 4 days in Copenhagen. Limited menu - great food - albeit a bit inconsistent. Service was good. In the heart of the meatpacking district - one of teh few places that serves food till late makes it...More,"New Delhi, India","<span class=""ui_bubble_rating bubble_40""></span>",,40, India,Tourist
3321,"We decided to visit here after reading the reviews and were not disappointed, it was amazing, the setting is an old fish market so doesn't look much but is v cool, I had the cod which was soooo tasty, my partner had crab, it looked...More","Glasgow, United Kingdom","<span class=""ui_bubble_rating bubble_50""></span>",,50, United Kingdom,Tourist
3323,"Recommended by our favourite chef, Rick Stein (he is dictating a lot of our hols lately), this fish shop in the cool setting of the meat packing district is worth a visit.  You could see the sea, a good rule of thumb for a fish...More","Cork, Ireland","<span class=""ui_bubble_rating bubble_40""></span>",,40, Ireland,Tourist
3324,"Meal was great,staff were great had a couple of beers and enjoyed the view after visiting the little mermaid by land,  We had lunch and watched the river and canal traffic most enjoyable.","Oshawa, Canada","<span class=""ui_bubble_rating bubble_50""></span>",,50, Canada,Tourist
3325,In general I would say: perfect food quality but I would not recommend it because of the bad service.,,"<span class=""ui_bubble_rating bubble_30""></span>",,30,,Tourist
3326,Having had one friend and my guidebook recommend this restaurant you never know if they are correct. The food was amazing!!!! We turned up without a reservation but sat at the bar. I had the brill from the raw menu and the plaice was out...More,,"<span class=""ui_bubble_rating bubble_50""></span>",,50,,Tourist
3327,"Our second visit to Kodbyens Fiskebar in a year. Extraordinarily pleasant staff, daring and imaginative raw and cooked food in an informal and non-stuffy establishment. Great wine list with carefully-chosen bottles. Expensive (as most great places are in Copenhagen), but not any more than you'd...More","Tunbridge Wells, UK","<span class=""ui_bubble_rating bubble_50""></span>",,50, UK,Tourist
3328,"Thought perhaps we had made a mistake in choosing this restaurant because it was absolutely packed both inside and out.We thought perhaps the quality of the food might suffer.It definitely didn't Oysters,razor clams on an edible shell,brill from the raw bar were all superb.Both mussels...More",York,"<span class=""ui_bubble_rating bubble_50""></span>",,50,York,Tourist
3329,"I was first here a few years ago and had one of my best meals ever. I am pleased to report they quality is just as high. 

One comment first of all: as a result of customer ""demand"", I am certain, they have a couple...More","Annandale, Virginia","<span class=""ui_bubble_rating bubble_50""></span>",,50, Virginia,Tourist
3330,Had a great dinner! When they heard we were Swedish we got a Swedish spoken waitress at ones. She was exccellent and gave us great service the whole time! The mussels and the trout was sooo tasty! The rhubarb dessert was good but a little...More,"Stockholm, Sweden","<span class=""ui_bubble_rating bubble_50""></span>",,50, Sweden,Tourist
3331,Returned for second time and this place did not disappoint us. All seafood were prepared in innovative ways and the freshness was never been compromised. Highly recommend!,"Singapore, Singapore","<span class=""ui_bubble_rating bubble_50""></span>",,50, Singapore,Tourist
3332,I see some reviews negatively critiquing the service so I am adding a positive. We were there twice in 3 days. The first time was a crowded Saturday afternoon and the female waitstaff could not have been more helpful. On the following Monday we arrived...More,"London, United Kingdom","<span class=""ui_bubble_rating bubble_50""></span>",,50, United Kingdom,Tourist
3333,"Excellent simply prepared fish. Oysters great. Fish and chips good. Cheese good. Service incredibly slow. Staff spent more time chatting with each other than with customers.  We were served by 3 different men and one young woman. She was great, informative and helpful. Would have...More",,"<span class=""ui_bubble_rating bubble_50""></span>",,50,,Tourist
3334,"we had dinner for 2.The food was really good and tasty the service not. the tables were not really clean and no one bother to clean them during the meal.
The  waitress who took our order forgot to order the main course and 3 times...More","Jerusalem, Israel","<span class=""ui_bubble_rating bubble_40""></span>",,40, Israel,Tourist
3335,"He had squid with blueberry jus, I had cod - fabulous! Quite hectic and young but definitely worth a visit","Ludlow, United Kingdom","<span class=""ui_bubble_rating bubble_40""></span>",,40, United Kingdom,Tourist
3336,If you walk to the back end of the Kodbyens (meat packing area with many restaurants) you will find this place. They have a few larger plates but many small plates so we ended up ordering an assortment of small plates to share so we...More,"Chicago, Illinois","<span class=""ui_bubble_rating bubble_50""></span>",,50, Illinois,Tourist
3337,We loved this restaurant!  The mussels were the best we have ever had! Smoked fish and chips were amazing and a must have..  in fact the entire menu is amazing. This is one you need to visit. A bit hidden in the former meat packing...More,,"<span class=""ui_bubble_rating bubble_50""></span>",,50,,Tourist
3338,"Went to Fiskebar on the recommendation of the hotel concierge and was not disappointed. Casual atmosphere, loud and energetic, very good food, a staff that was friendly and helpful for someone not familiar with many Danish dishes. (I was surprised to see a few negative...More",California,"<span class=""ui_bubble_rating bubble_40""></span>",,40,California,Tourist
3339,"Great sea food restaurant in the meat packing district. The type of young, modern casual Danish restaurant with great food. Very busy and lively but in a nice way. It served the best traditional fish & chips we've ever had, but also had more refined...More","Leuven, Belgium","<span class=""ui_bubble_rating bubble_40""></span>",,40, Belgium,Tourist
3340,"Wonderful and creative seafood.  So tasty that even my picky family agreed.  Portion size is on the small side, so large appetites beware.  The place has a trendy and relaxed feel.  Reservation recommended if you want a table.  We ended up sitting beside the fish...More",,"<span class=""ui_bubble_rating bubble_40""></span>",,40,,Tourist
3341,My wife and I came in at seven and got a table outside. The sunset was great but the selection of oysters I had for starter was one of the best I have had. The Danish Limfjord oyster was really an experience. My wife had...More,,"<span class=""ui_bubble_rating bubble_50""></span>",,50,,Tourist
3342,"Went here on our second night in Copenhagen, and after an amazing meal on our first night elsewhere, Fiskebar had big shoes to fill. Despite other reviews, I have to say that everything about our evening was perfect. Our waiter was absolutely lovely and couldn't...More","London, United Kingdom","<span class=""ui_bubble_rating bubble_50""></span>",,50, United Kingdom,Tourist
3343,"First time in Copenhagen. Asked for suggestions from our hotel receptionist and after requesting a reasonably priced restaurant within walking distance, he suggested this restaurant. We love fish so waited two hours for the next open slot at 9 pm. Arrived 30 min early, sat...More","Clovis, California","<span class=""ui_bubble_rating bubble_20""></span>",,20, California,Tourist
3344,"Visited on a busy Monday evening, and had made a reservation so we were seated right away. Service was pretty slow, but we weren't in a rush. Our server was very nice, and apologized for the delay, so after a glass or two of bubbles...More","Vail, Colorado","<span class=""ui_bubble_rating bubble_20""></span>",,20, Colorado,Tourist
3345,"Try the oyster flight!  if you like the little slimy guys you will love the variety they have to serve.  Great repurposed area of the city.  Old meat market, this place also had amazing mussels.  I wasn't hungry but everything looked so good could not...More",,"<span class=""ui_bubble_rating bubble_50""></span>",,50,,Tourist
3346,My wife and I just spent a lovely evening at this restaurant.  It is everything one might wish for in casual yet upscale seafood dining.  We started the evening by sharing mussels steamed in a cider/cream/herb broth and followed that with cod brilliantly prepared in...More,"Atlanta, Georgia","<span class=""ui_bubble_rating bubble_50""></span>",,50, Georgia,Tourist
3347,The meat packing district in Copenhagen is full of interesting foodie experiences. My favourite was Kodbyens Fiskebar. Super fresh seafood presented to highlight its taste rather than overpowered with spice and sides. Loved it! Hip place to watch people and if seated at the bar...More,"Canton of Bern, Switzerland","<span class=""ui_bubble_rating bubble_50""></span>",,50, Switzerland,Tourist
3348,"A very busy place with good food but highly inexperienced, uncaring service that is poorly managed. Service was so bad it left a bad taste in our mouths and a hole in our pockets!!! Other restaurants around that will treat you better and have a...More","New York City, New York","<span class=""ui_bubble_rating bubble_20""></span>",,20, New York,Tourist
3349,Exquisite seafood in an industrial chic space. The fish is very fresh and very well prepared. Service is friendly. The room is noisy.,"Atherton, California, United States","<span class=""ui_bubble_rating bubble_40""></span>",,40, United States,Tourist
3350,"Went there without a reservation on a Saturday night. Told it would be a 30 minute wait. No problem. Sat at the bar for a drink. After over an hour, inquired about when we would get a table, and were offered, by the snooty host,...More","Toronto, Canada","<span class=""ui_bubble_rating bubble_20""></span>",,20, Canada,Tourist
3351,"Fabulous atmosphere. Very friendly service. Food excellent but portions small. 
Definitely worth a visit to enjoy the vibe of the area which was the old meatpacking district",Hong Kong,"<span class=""ui_bubble_rating bubble_40""></span>",,40,Hong Kong,Tourist
3352,Got a great seating outdoors in the afternoon sunshine. Service good and quick. After eating out a lot in copenhagen I still felt the Prices were quite high compared to what we got and compared to what you can Get elsewere. Seafood place.,"Oslo, Norway","<span class=""ui_bubble_rating bubble_30""></span>",,30, Norway,Tourist
3353,"Great atmosphere, great food.  We had the Bluksrutte and the Fish & Chips.  Excellently cooked, with a glass of Riesling.  Superb.","Adelaide, Australia","<span class=""ui_bubble_rating bubble_50""></span>",,50, Australia,Tourist
3354,"Here is an exceptional restaurant! External and internal looks is authentic, original and somehow decadent. Service is very good, sometimes slow but very attentive and knowledgeable. And the food, the food is fantastic! The oysters were a taste of the sea, juicy and its dill...More","Barcelona, Spain","<span class=""ui_bubble_rating bubble_50""></span>",,50, Spain,Tourist
3355,We were in Copenhagen for a long weekend following the marathon and got recommended this place from a Danish friend of mine. We hadn't booked but luckily we managed to get a table outside after a 45 minute wait which wasn't too bad as the...More,"Amersham, United Kingdom","<span class=""ui_bubble_rating bubble_40""></span>",,40, United Kingdom,Tourist
3356,"The oysters were interesting, the fish is amazing. The only two aspects that we did not like was that they charged us for the tap water and that the restaurant looks like a large fish packing facility.","Bucharest, Romania","<span class=""ui_bubble_rating bubble_50""></span>",,50, Romania,Tourist
3357,"We went on a midweek evening, but restaurant was still quite busy.  Tasting menu was very good, but courses came MUCH too slowly.  We waited more than 15 minutes between courses, losing the continuity of the meal.  It took more than 2 hours for 6-7...More","San Jose, CA","<span class=""ui_bubble_rating bubble_30""></span>",,30, CA,Tourist
3358,"Very good food, beautiful presentation. Food was very fresh and it was a really lovely evening. 

All of the seafood did not disappoint except the mussels were not juicy. 

The rhubarb dessert was amazing.","Vancouver, Canada","<span class=""ui_bubble_rating bubble_40""></span>",,40, Canada,Tourist
3359,I intended to dine at the Meatpacking District located in Vesterbro for this trip to Copenhagen but I didn't have a particular restaurant in mind. I scoped the place once I got there and didn't fancy any establishment until I stumbled into Kodbyen Fiskebar. The...More,New Jersey,"<span class=""ui_bubble_rating bubble_40""></span>",,40,New Jersey,Tourist
3360,This is a Michelin bib gourmand. Don't go. At least not on a friday in may. The food is good but not that good. During two hours I was struggling to have the right food with the right wine. Wine was never cold. Hot wine...More,"Stockholm, Sweden","<span class=""ui_bubble_rating bubble_10""></span>",,10, Sweden,Tourist
3361,"There's a reason why this hip, hopping place is listed in the Michelin Guide and Where Chefs Eat. The seafood is pristine and cooked with minimalist precision. If you want to discover the Nordic approach to the region's gastronomic treasures, this is a great starting...More","Toronto, Canada","<span class=""ui_bubble_rating bubble_40""></span>",,40, Canada,Tourist
3363,"We enjoyed an amazing fish meal with wonderful, imaginative flavours. There is also an excellent, extensive wine list. When busy, even when a booking has been made, be patient and expect to wait to be seated, wait for the menus and wait for your drinks...More","London, United Kingdom","<span class=""ui_bubble_rating bubble_50""></span>",,50, United Kingdom,Tourist
3364,I went there twice during my week in Copenhagen.  The first time was on a Sunday night and we waited at the bar until our table was ready.  The second time was with a food writer and we were seated immediately and got to try...More,Los Angeles,"<span class=""ui_bubble_rating bubble_50""></span>",,50,Los Angeles,Tourist
3365,"The food was superb, perhaps the best fish I have ever eaten. The menu is creative with an excellent wine list. The atmosphere is casual and hip, very comfortable. Highly recommended!","New York City, New York","<span class=""ui_bubble_rating bubble_50""></span>",,50, New York,Tourist
3366,"Didn't make reservations, but was able to get a seat after about 20 minutes of waiting at the bar. 

Had oysters to start and then I had the fish and chips while my wife had fried squid. All the food was excellent. Highly recommended. 

The...More","Peoria, Arizona","<span class=""ui_bubble_rating bubble_40""></span>",,40, Arizona,Tourist
3367,"Very low-key spot that knows its seafood. Went for the oyster sampler and the mussels, which were spot on. Try the ""bread and butter"" dessert too!","London, United Kingdom","<span class=""ui_bubble_rating bubble_50""></span>",,50, United Kingdom,Tourist
3368,Was on a trip to Copenhagen a couple of months ago with my partner. Had read great reviews about Kodbyens and it did not disappoint. We ate on a busy Sunday so only got a seat at the bar but at least it meant we...More,,"<span class=""ui_bubble_rating bubble_50""></span>",,50,,Tourist
3369,"this was a really great seafood restaurant and we were lucky to get in without booking(we went early) so booking would be better , it is predominantly a seafood restaurant , funny though its in the Meat Packing district of Copenhagen. the service was excellent...More",AYLESBURY,"<span class=""ui_bubble_rating bubble_50""></span>",,50,AYLESBURY,Tourist
3370,"We had the raw brill to start and the hake as the main. The brill was really interesting, presented very well and tasted great. The hake portion was decent, which is quite rare with fine dining restaurants. Both dishes were very unique.

We sat and...More",,"<span class=""ui_bubble_rating bubble_50""></span>",,50,,Tourist
3371,"Highly recommend this restaurant. Set in the capital's meatpacking district - is definitely one of the best restaurants in the area if not the city.

Be sure to book beforehand as we had quite a long wait on a Sunday! 

Food is pricey but justified...More","London, United Kingdom","<span class=""ui_bubble_rating bubble_50""></span>",,50, United Kingdom,Tourist
3372,"This restaurant is below average and overrated for Copenhagen. As a foreigner, it felt like I was purposely ignored by the bartenders. The mussels weren't great. The couple beside me sent them back claiming they were frozen.","Atlanta, Georgia","<span class=""ui_bubble_rating bubble_30""></span>",,30, Georgia,Tourist
3373,"If I hadn't read the reviews and just had found this place walking by, I probably would have loved it and given it 5 stars.  I think I was expecting it to have better seafood than other places around town, but it was a OK....More","San Diego, CA","<span class=""ui_bubble_rating bubble_40""></span>",,40, CA,Tourist
3374,"Definitely make reservations online ahead of time. I made a Saturday night reservation about 2 weeks in advance and 9:30pm was the best time slot available. My husband and I ordered the tasting menu. I'm a picky seafood eater, but decided to be adventurous. I'm...More","Zurich, Switzerland","<span class=""ui_bubble_rating bubble_50""></span>",,50, Switzerland,Tourist
3375,"Bustling, professional, a remarkable Copenhagen experience for seafood and fish lovers - so glad we went.","Aylesbury, United Kingdom","<span class=""ui_bubble_rating bubble_50""></span>",,50, United Kingdom,Tourist
3376,Get there early and make reservation.  This is popular spot with some good food and professional wait staff.  I would go back for the oysters only.,"New York City, New York","<span class=""ui_bubble_rating bubble_40""></span>",,40, New York,Tourist
3377,We visited in a group of four with a young child. The staff were lovely as soon as we'd arrived and we enjoyed a delicious lunch in great surroundings. The portions aren't very big but the food is delicious. A great lunchtime treat but not...More,"London, United Kingdom","<span class=""ui_bubble_rating bubble_50""></span>",,50, United Kingdom,Tourist
3378,"Great food. Superb flavours and beautifully presented, but, came away hungry. Portions are small, but, prices are not. Good service and pleasant staff. Expensive experience","Bournemouth, United Kingdom","<span class=""ui_bubble_rating bubble_30""></span>",,30, United Kingdom,Tourist
3379,Visited Fiskebar with a business colleague for dinner. The menu is heavily fish orientated and extols the virtues of sustainable fishing. What I didn't appreciate was that this policy means you don't get much of a portion. If you are hungry I'd advise stopping for...More,"Aberdeen, United Kingdom","<span class=""ui_bubble_rating bubble_20""></span>",,20, United Kingdom,Tourist
3381,The service was pretty slow and it was hard to get the waiters' attention but the food was exquisite and the wine was lovely too. All of our dishes were absolutely delicious and also beautifully presented. We would definitely return if in CPH again. Great...More,"London, United Kingdom","<span class=""ui_bubble_rating bubble_50""></span>",,50, United Kingdom,Tourist
3382,"We booked well in advance were welcomed on arrival, it's an industrial building it is a great space.  It was our waitress first night she was great despite this and clearly had support of the other staff to back her up, the team of staff...More",Middlesbrough,"<span class=""ui_bubble_rating bubble_50""></span>",,50,Middlesbrough,Tourist
3383,"Opened by Michelin-starred chef, this seafood restaurant in the meatpacking district (and close to many hotels/Central station) that has just earned its own Michelin star recently is a place to consider trying. 

We went on a slow night (thankfully) so managed to get a seat...More",,"<span class=""ui_bubble_rating bubble_40""></span>",,40,,Tourist
3384,We went here with quite big expectations. I took my parents on their visit to Copenhagen. The service was less than mediocre. The mussels were completely dried out. We didn't eat any of it and the waitress didn't bother to ask if something was wrong....More,Istanbul,"<span class=""ui_bubble_rating bubble_20""></span>",,20,Istanbul,Tourist
3385,"We arrived with no reservation and the staff were great and seated us at the bar with a cocktail while we waited. The food was fantastic and the staff passionately explain what everything is. We had the scallops, squid, plaice, crab and fish and chips...More","Edinburgh, United Kingdom","<span class=""ui_bubble_rating bubble_50""></span>",,50, United Kingdom,Tourist
3386,"The place looks quite trashy, the restaurant is fully booked, the waiters are very friendly, the food is fantastic.
We came at the fiskebar without a reservation and had no seating free, so we at the Bar. The food was very good - no it...More",Zurich,"<span class=""ui_bubble_rating bubble_50""></span>",,50,Zurich,Tourist
3387,"This was our third visit to Kodbyens and every time it has been a treat. UK visitors may have seen it on Rick Stein's Long Weekends. Located in the heart of Vesterbro, the restaurant is no cheap eat, but is still good value for money,...More","Kingston-upon-Hull, United Kingdom","<span class=""ui_bubble_rating bubble_50""></span>",,50, United Kingdom,Tourist
3388,"We made a reservation online, immediately seated and never felt rushed, even though the place was packed. We ordered oysters, grilled king crab, fish&chips and vegetable entree. Very fresh and nicely prepared. Staff couldn't have been nicer and they ordered a cab for us at...More","New York City, New York","<span class=""ui_bubble_rating bubble_40""></span>",,40, New York,Tourist
3389,"I've taken my friends who were visiting me in Copenhagen to Fiskebar as I've hear so many good words about this place! And it didn't dissapoint me - the service was fantastic, food was amazing, prices ok for Copenhagen. As part of our experience we've...More",,"<span class=""ui_bubble_rating bubble_50""></span>",,50,,Tourist
3390,"Their food is absolutely delicious! It's all very fresh and innovative, classic goodies with a twist. They normally take reservations but we didn't have one and got seated at the bar. It's good to note that they serve different size meals, there is a menu...More","Graz, Austria","<span class=""ui_bubble_rating bubble_50""></span>",,50, Austria,Tourist
3391,"Delicious meal- the brill from the raw menu was incredible. Staff were so lovely and friendly, even asking us if we wanted a tour of the kitchen.  It's not cheap (not many places on this great city are...) but we felt that it was new...More","Brighton and Hove, United Kingdom","<span class=""ui_bubble_rating bubble_50""></span>",,50, United Kingdom,Tourist
3392,Young and trendy restaurant in the meatpacking district. The highlight of the dinner were the cold starters;a great selection of oysters and other raw/marinated seafood. Delicious! Sevice was pleasant and quick all the way during the evening. However the main dishes left us indifferent; well...More,"Tartu, Estonia","<span class=""ui_bubble_rating bubble_40""></span>",,40, Estonia,Tourist
3393,"This restaurant is located in the meatpacking district.  Therefore one would not expect to find a fish restaurant at this location.  The interior is trendy with a large dinner bar, the atmosphere is noisy but nicely so .  The dishes are great.","Grez-Doiceau, Belgium","<span class=""ui_bubble_rating bubble_40""></span>",,40, Belgium,Tourist
3394,This restaurant is a short walk from the central station.  It's located in the old meat market.  It might sound an incongruous location for a fish restaurant and the decor might take a while to get used to as it's kind of white tile clean...More,Brussels,"<span class=""ui_bubble_rating bubble_50""></span>",,50,Brussels,Tourist
3395,"The restaurant is situated in the old meat packing district (slightly off the beaten track and tricky to find, but well worth the effort !). The decor is urban 'shabby chic'
We reserved a table in advance and we're pleased we had done so as...More","St. Albans, United Kingdom","<span class=""ui_bubble_rating bubble_50""></span>",,50, United Kingdom,Tourist
3396,My husband and I had a great dinner here. Every dish was cooked perfectly which can be tricky with seafood. The servers were also very warm and friendly.,"Benicia, California","<span class=""ui_bubble_rating bubble_40""></span>",,40, California,Tourist
3398,"We headed here for a late lunch, but it was a little tricky to find during the day and a friendly local had to point out the restaurant. It's got a run down urban chic feel, with a few tiles missing from the walls (tiles...More","Preston, United Kingdom","<span class=""ui_bubble_rating bubble_40""></span>",,40, United Kingdom,Tourist
3399,"We had been recommended Kodbyens Fiskebar by friends and it didn't disappoint. The food was delicious, the staff were great and at the end we had a little tour of the kitchen by a lovely American chef. It's not cheap, but it is delicious!",,"<span class=""ui_bubble_rating bubble_40""></span>",,40,,Tourist
3400,"I walked in around 7 PM just as the place began to fill up on a Thursday night. It's set in a warehouse in the former meatpacking district. It's an open, airy several rooms with a long bar a many small tables. In good weather,...More","Petaluma, California","<span class=""ui_bubble_rating bubble_50""></span>",,50, California,Tourist
3401,"We had just arrived to Copenhagen and it was late, our hotel suggested we rushers the meat packing district down the block. We rushed and everything seemed closed, except for this place.
Wow! We were so pleasantly surprised. Super yummy and amazing service. Despite the...More","Estoril, Portugal","<span class=""ui_bubble_rating bubble_50""></span>",,50, Portugal,Tourist
3402,"While not inexpensive, you certainly don't have to spend as much as I did. At the recommendation of a local patron (a restaurant owner himself, though not an owner of Kodbyens Fiskebar), I got the chef's selection, where they just keep bringing you fancy course...More","Kansas City, Missouri","<span class=""ui_bubble_rating bubble_40""></span>",,40, Missouri,Tourist
3403,"Have just returned from a meal out at the Fiskebar tonight. On arrival it met all expectations, perhaps a little smaller than imagined. The waitress was inattentive and it took 45 minutes from sitting at our table before we were offered a food menu. The...More","Nottingham, England, United Kingdom","<span class=""ui_bubble_rating bubble_20""></span>",,20, United Kingdom,Tourist
3404,"We read that this was one of the best restaurants in the city and it did not disappoint. From the decor, to the food, to the waitstaff, everything was perfect! I can't wait to go back the next time we're in Copenhagen.","Philadelphia, Pennsylvania","<span class=""ui_bubble_rating bubble_50""></span>",,50, Pennsylvania,Tourist
3405,Had dinner here with my wife. We saw this place on the Rick Steins long weekend tv show. It looked like a nice choice for our last night in Copenhagen and so we booked in advance as I really fancied fish for dinner. Unfortunately there...More,"St. Neots, United Kingdom","<span class=""ui_bubble_rating bubble_40""></span>",,40, United Kingdom,Tourist
3406,Very nice people with friendly service and amazing menú of raw fish and main courses. good selection of wines and experts waiters that reccomend the best wine pairing. I enjoyed a lot !!!,"Barcelona, Spain","<span class=""ui_bubble_rating bubble_40""></span>",,40, Spain,Tourist
3407,"We were recommended this place by Norwegian friends and although it was nice and we enjoyed the visit, it was very pricy and lacked atmosphere. We were there for lunch on a Saturday and maybe they were still getting over the hangover? The staff were...More","New Forest National Park Hampshire, United Kingdom","<span class=""ui_bubble_rating bubble_30""></span>",,30, United Kingdom,Tourist
3408,"Chic, expensive and disappointing.  Very pretty locale if a little noisy in the Friday evening we visited. Was in Copenhagen for a board meeting and was looking forward to this restaurant after a disappointing experience the night before. 

Service was slow and inattentive.  Wine was...More",,"<span class=""ui_bubble_rating bubble_20""></span>",,20,,Tourist
3409,"Ate at the bar on a Wednesday night - the place was very busy. It's not a large place, but didn't feel cramped. 

I had the raw scallops and they were delicious. The fish and chips were good too, especially the fish which was perfectly...More","Madison, Wisconsin","<span class=""ui_bubble_rating bubble_40""></span>",,40, Wisconsin,Tourist
3410,"Was recommended this restaurant by a magazine and was blown away. Not only is the decor freakin amazing, but the lighting and the bathrooms are worthy if an exhibit in themselves. And the food! We got the mussels in an amazing lemongrass cream sauce which....More","Paris, France","<span class=""ui_bubble_rating bubble_50""></span>",,50, France,Tourist
3411,"The hake dish here is really incredible - perfectly cooked with really tasty accompaniments. Everything else was good too but the hake is a must! Pretty expensive, so definitely just an occasional treat. Nice atmosphere, really bustling.","Birmingham, United Kingdom","<span class=""ui_bubble_rating bubble_40""></span>",,40, United Kingdom,Tourist
3412,"Ok food. Relaxed atmosphere. Good we booked cuz guy infront of us could not get a table or seat at the bar even thought though restaurant was not that busy (!). 
Food is average and in my opinion should be 20-30% cheaper than what we...More",,"<span class=""ui_bubble_rating bubble_30""></span>",,30,,Tourist
3413,Very limited menu (fish n chips - delicious!) but a really cool spot on the water in a huge industrial building with outside seating,"Wyckoff, New Jersey","<span class=""ui_bubble_rating bubble_40""></span>",,40, New Jersey,Tourist
3414,"I went with my wife, restaurant is located in a hype area with a lot of restaurants.
we had oysters, razor clams and squid, they were excellent !!!
Apart of the fresh ingredients, I loved the presentation and research of the recipes.

Service is young,...More","Tampa, Florida","<span class=""ui_bubble_rating bubble_50""></span>",,50, Florida,Tourist
3415,"Three of us had lunch here based on our research being very positive about this restaurant.  We were not disappointed.  Very fresh, very well cooked fish (perfect lightly cooked mussels in cider, herbs and spring onions, smoked cod and a vegetarian dish of cabbage and...More","Epsom, United Kingdom","<span class=""ui_bubble_rating bubble_40""></span>",,40, United Kingdom,Tourist
3416,Visited in February after I had heard good reviews-I definitely was not disappointed. The Hake cooked in butter was absolutely amazing!! Thoroughly recommend.,"London, United Kingdom","<span class=""ui_bubble_rating bubble_50""></span>",,50, United Kingdom,Tourist
3417,"set among lots of bars and restaurants in the old meat packing district, we managed to get a seat at the bar and had our starters served there , then we moved onto a table for mains and dessert interspersed with a great tour of...More","Hadleigh, United Kingdom","<span class=""ui_bubble_rating bubble_50""></span>",,50, United Kingdom,Tourist
3418,"Went here for our last night in Copenhagen. The whole area has great vibe with restaurants, cafes and bars. This one is stunning. Fab service, brilliant ambience and wonderful food. The scallop starter and liquorice dessert are amongst the best dishes I've ever had. It's...More","Brackley, United Kingdom","<span class=""ui_bubble_rating bubble_50""></span>",,50, United Kingdom,Tourist
3419,Was able to get a table on a Tuesday night with no reservation. A diverse menu and fish lovers will be very happy. We had muscles and cod which were absolutely stunning. I had the liquorice desert which was certainly a taste sensation. Good wine...More,"Northampton, United Kingdom","<span class=""ui_bubble_rating bubble_50""></span>",,50, United Kingdom,Tourist
3420,Visited in January with two colleagues and had an excellent dinner. From starters to wine to dessert it was all done very well and not ridiculously priced. Drinks were quite nice as well...highly recommend.,"Blacksburg, Virginia","<span class=""ui_bubble_rating bubble_50""></span>",,50, Virginia,Tourist
3421,"We went for diner to Fiskebar. It was just perfect! The setting is nice, industrial and modern. There was a lot of people, which made the atmosphere really cozy. the food was delicious and the chef took into account my allergies, which I really appreciated!...More","Antwerp, Belgium","<span class=""ui_bubble_rating bubble_50""></span>",,50, Belgium,Tourist
