,name,location,bubble,dollars,rating,country,tourism
3921,"This place has improved their seating practices l. Feels under control :-)

Started out with superb Danish Oysters. Among the better we ever had

Great atmosphere, with a feeling that the staff really loved to be there.","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_50""></span>",,50, Denmark,Local
3927,We tried all available oysters - fresh but not much tastestefull as expected. The scallops also ok but the edge of taste in combination with the other ingredients was missing. Main dish was ok but not a highlight. Great was the kitchen tour. Staff was...More,"Copenhagen Region, Denmark","<span class=""ui_bubble_rating bubble_30""></span>",,30, Denmark,Local
3981,Kødbyens Fiskebar is located the meat packing district of Vesterbro. Kødbyen mean ‘Meat City’ and is an up and coming area that has become very trendy. Vesterbro is quite an odd area where Street hookers mix in with fashion designers and brothels are located next...More,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_40""></span>",,40, Denmark,Local
4044,"After a two year hiatus, I made my way back to Fiskebaren last week with a friend visiting who had a craving for fresh fish. ""To Fiskebaren!"" I cry, ""Best fish in Copenhagen!"" I promise. 

She got the fish and chips and the cabbage, I...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_50""></span>",,50, Denmark,Local
4050,"Went there 19.01.2015 for dinner, had been there before but this time it was really awesome.
Me and my son ordered first for me Marennes Oysters Roumegous( special type) he had raw Scallops, then King Crab and Grilled Squid for him after that some Danish...More","Frederiksberg, Denmark","<span class=""ui_bubble_rating bubble_50""></span>",,50, Denmark,Local
4056,"The food is gorgeous. The atmosphere and decor are casual, relaxed and yet hip. The price level is affordable, which ensures the young(ish) clientel. This taken into consideration, they will have to reinvent their concept rather often to stay relevant. Right now they are on...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_30""></span>",,30, Denmark,Local
4086,"High class modern danish fish restaurant. Great food, a bit pricy but defiantly worth a visit in the meatpacking district!","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_40""></span>",,40, Denmark,Local
4093,"We we're a group of 10 from work going out for an early dinner after a paddle tennis experience on a Thursday evening.

The food was amazing being a group of 10 we tried practically everything on the menu from Fish & Chips to lobster...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_40""></span>",,40, Denmark,Local
4101,"I have been to Kodbyens fiskebar a few times and the food is always great. The atmosphere is very cool and the decor is inspired by the districts meat packing district history.
I can be hard to get a table, even on a wednesday night,...More","Copenhagen, Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_40""></span>",,40, Denmark,Local
4103,A very Nice and proaktive rest. Surprices and great oysters. Walkable from the station. Nice service.,"Ballerup, Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_40""></span>",,40, Denmark,Local
4104,"It is not always the case, in my experience, that trendy & crowded corresponds with high quality food, Fiskebaren, however, never lets you down. Great food, good service, good decor and an interesting mix of guests. I have been there 5 times now - and...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_40""></span>",,40, Denmark,Local
4105,We had the menu and it was a fantastic artistic expression of seafood. The entire table needed to order the menu. Highly recommend it as the presentation and tastes of the dishes were excellent.,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_50""></span>",,50, Denmark,Local
4150,We ate here a couple years ago on a strong recommendation but could not really recall the experience so thought we would try again. We had some good experiences this time but in an unexpected part of the meal - desert and drinks. All else...More,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_40""></span>",,40, Denmark,Local
4181,"Kodbyen area has been trendy for a few years now, and fiskebaren is a perfect example of this area laidback arty style. No pretention here, all in atmosphere, service and food.
This is about fish of course, but do not forget to give the cocktails...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_50""></span>",,50, Denmark,Local
4187,"Great seafood, really interesting location (in the old meat market), good selection of wine.  You can watch jellyfish floating around in a big tank whilst you eat!","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_50""></span>",,50, Denmark,Local
4188,"If sea food is your passion, this is the place to be in Copenhagen. Make a reservation especially on Saturday night as the place fills up very quickly. A little pricey but worth the cost as the food is fresh - fresh basil imported from...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_50""></span>",,50, Denmark,Local
4189,"One of the best places in copenhagen for fresh fish and seafood, I'm a big fan of a nice moules frites with a beer and this is a great place for that.","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_50""></span>",,50, Denmark,Local
4190,"Really enjoyed the oysters and mussels there. The ambience was lovely, we were sitting at the bar. Tried the 'fish pants' and directly translated from Danish: fish eggs but it wasn't really for my taste! Other than that loved the food","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_40""></span>",,40, Denmark,Local
4191,"Went on a Sunday with visitors for late lunch and was there until dinner.  Many courses, all very small.  Food was delicious, but we were hungry when it was over.  It has great ambiance and I'll bet it's quite busy in the evening.  Staff was...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_30""></span>",,30, Denmark,Local
4192,"Very nice, modern kitchen - try the fish and chips! In summer time, you can sit outdoor and feel the atmosphere of the neighbourhood - very urban.","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_40""></span>",,40, Denmark,Local
4193,"Love this place! Have been there many times within last three years, never disapponted with food. Service is acceptable (do not expect impeccable service in Copenhagen - it's not existing here), quality of food is perfect. It could be quite noisy there, when it's full...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_50""></span>",,50, Denmark,Local
4199,"My boyfriend and I are from here, so we are used to crappy Danish service. So, I must preface this by saying that A) the bar we had set was already pretty low, and B) disclose that I grew up in the restaurant biz and...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_20""></span>",,20, Denmark,Local
4208,Good food and service.The place a little bit too crowded .It wasn't cheap but it certainly wasn't expensive by Danish standards.,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_40""></span>",,40, Denmark,Local
4225,"Went here for a birthday dinner with a friend on a Saturday evening,got to the restaurant at 9:30 for a reservation and waited about 10 minutes before being noticed by anyone.When we were finally seated it took quite a while for someone to come and...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_30""></span>",,30, Denmark,Local
4227,I had a quick dinner with my wife and son before Kulturnatten. I had starters my wife had a main course and my son had two servings of fish 'n' chips. The starter with raw razor clam is my favorite. I also had raw plaice...More,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_40""></span>",,40, Denmark,Local
4263,"I went to this place with some friends and must admit I was disappointed in general. The quality of the food is good (fresh etc.) but the portions are very small considering the price, which means you need at least 2 (probably more) plates to...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_30""></span>",,30, Denmark,Local
4264,"The menu is great.  And the kitchen is wonderful. A place, where I come back and where I love to bring guests. The area in the old Meat district is wonderful.
The interior perfect, so just original in a very cool way! I love, how...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_50""></span>",,50, Denmark,Local
4288,Top-arrogant bartenders destroying the overall positive hype and impression of the restaurant and the food.,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_20""></span>",,20, Denmark,Local
4293,"The food was good but SO OVERPRICED, even by Cph standards. We spent over 800kr/person and we had one beer each so it wasn't wine that hiked the price up. We left to find dessert elsewhere. I would never go back there.","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_20""></span>",,20, Denmark,Local
4307,"We were there last night at 9pm, our waiter was rude, we ordered a bottle of white wine and it was at room temperature and after he served the first round, he didn't care about the next rounds. The portions are ridiculous and the taste...More","Copenhagen, Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_10""></span>",,10, Denmark,Local
4310,"This is a very popular and fashionable restaurant located in a 1930's industrial building in part of what used to be the central meat market.
An informal relaxed atmosphere. 
The decor was a mixture of modern features such as a column containing a fish tank...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_30""></span>",,30, Denmark,Local
4314,"Fish dishes are excellent with modern twists at reasonable prices- would recommend if you are in town for the weekend.  Went with my son at 3yr and partner, staff were friendly and attentive. We had the lopster broth, fish and chips and seabass, they were...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_40""></span>",,40, Denmark,Local
4320,An upmarket seafood restaurant in Copenhagen's hip Vestebro meat packing district. My experience began on a sour note with the bar staff completely ignoring my order of a bottled local beer and casually pouring me a pint of Calrsburg from the tap. After that mishap...More,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_40""></span>",,40, Denmark,Local
4328,"The food here is excellent: absolutely fresh fish from Danish seas and fjords. We had mussels and shared the haddock and both dished were really good: simple with focus on the fish, herbs and vegetables. The sparkling wine and the white wine, recommended by the...More","Kolding, Denmark","<span class=""ui_bubble_rating bubble_40""></span>",,40, Denmark,Local
4351,Unpretentious is a word that comes to mind when thinking of Fiskebaren. I like the way they try to reinterpret traditional fish dishes. And the location is not to shabby either - or actually it is - but in a Copenhagen meets NYC bohemian way....More,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_40""></span>",,40, Denmark,Local
4353,"The place is fine, nice rough decoration, there is a cylindrical aquarium with jellyfishes. The service is efficient and friendly. The food is great, though the portions are a bit too small I'd say, the cocktails are good.
You can pop up with no reservations,...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_40""></span>",,40, Denmark,Local
4358,"Copenhagen's only decent fish restaurant offers a fantastic menu with absolutely fresh, innovative and local ingredients. Cocktails are to die for, strong, tasty and with a mix of nordic berries and herbs. Best places are definitely in the bar, whilst the tables along the walls...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_40""></span>",,40, Denmark,Local
4365,"Food, Service, Atmosphere - its got it all. I have had the same waitress two or three times and she has been excellent. A rare find of good customer service in Denmark.","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_50""></span>",,50, Denmark,Local
4374,Fantastic seafood and service.  Also a really nice place for cocktails. They have outdoor seating in the summer.,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_50""></span>",,50, Denmark,Local
4377,"We had a wide array from the menu. Its great that you can just pick a lot of smaller items and share. Obviously its a fish restaurant, so we only picked seafood and fish. All served with beautiful plating and GREAT tast. And the best...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_40""></span>",,40, Denmark,Local
4392,"We wnet to Kødbyens Fiskebar for lunch. They have a small but nice menucard and every thing is very fresh. The service is good and the staff very helpfull.

We shared a small dish with fisheggs. It was lovely but we felt that it would...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_30""></span>",,30, Denmark,Local
4416,"Our first choice was to go to ""Norma"" for dinner.  Unfortunately,it was closed today.  After googling, we opted for Kodbyens Fiskbar.  We walked for an hour before we found the restaurant.  There is  no proper signage and can be missed quite easily.  The restaurant was...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_20""></span>",,20, Denmark,Local
4422,"When in Copenhagen, please visit Fiskebaren and enjoy their tasty food and fantastic coctails. It It is not NOMA, so food is not so fancy, but always fresh fish.","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_40""></span>",,40, Denmark,Local
4425,Brillant food. Best fish but they also have steak - It  turns into nightclub afterward. Acoustic is not so good but the food is great,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_50""></span>",,50, Denmark,Local
4431,"Fish is my favourite dish :-)
So this place was a pleasant visit","Herning, Denmark","<span class=""ui_bubble_rating bubble_40""></span>",,40, Denmark,Local
4436,What a disappointment. What a serious disappointment. A good friend of mine had recommended that we went out for dinner with our respective partners and based on the restaurants homepage with incredible reviews we set our expectations quite high. Unfortunately even mediocre expectations would have...More,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_10""></span>",,10, Denmark,Local
4445,"The food is just fine. It could be more exiting with a little more taste (maybe some herbs or other spices). 
The sound level in the restaurant is very loud. And since it is a bar, I guess that's the way it's supposed to be....More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_30""></span>",,30, Denmark,Local
4450,"My girlfriend and I went there for my birthday. The athmosphere was good but we had a slight complaint about the fire outside because of the smoke smell eventhough we were seated inside. I had all the different oysters which where quite good, but after...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_20""></span>",,20, Denmark,Local
4453,"This is an “in” and trendy fish restaurant located in central Copenhagen's shabbiest area.
Having been praised among other places, in Time Magazine, we visited it not for its trendiness but because of its vaunted gastronomic reputation.

The general atmosphere is that of a cafeteria...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_20""></span>",,20, Denmark,Local
4461,"Fiskebaren is situated in the industrial ""meatdistrict"" in Vesterbro. They have kept parts of the former butchery interior, combined with rustique elements, which gives it a very authentic ambiance. 
The area is very hip, with a few good bars and galleries, even though the former...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_40""></span>",,40, Denmark,Local
4473,"This is a restaurant that I want to love, it has all the potential to be a truely fantastic restaurant. However, it does trip up over it's own feet somewhat.
The restaurant is popular so we did not expect to walk in and get a...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_30""></span>",,30, Denmark,Local
4474,"Good fish restaurant in Copenhagens Meatpacking district close to trendy nightlife. You can choose from cold and hot fish starters, a.o. a good variation of the classic fish'n'chips. If you are not entirely in to fish there is steak course as well.","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_40""></span>",,40, Denmark,Local
4481,"we ate here with some danes and liked the place but compared to all of the amazing places in copenhagen it wasn't my favorite place.  the witch was not that good, but my fish was excellent. the space is interesting, old warehouse.","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_40""></span>",,40, Denmark,Local
4485,"First time in Copenhagen and my friends take me to this place. Cool location in a former factory in the city's meatpacking district, but that was it. We waited for over an hour to get our mains and when they finally came - after politely...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_10""></span>",,10, Denmark,Local
4488,"You need to have at least, 6 oysters, 2 starters and a main dish, plus a dessert to be able to leave the restaurant not hungry and pay at least 100 euros per person.
The portions are too small.
The service is one of the...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_10""></span>",,10, Denmark,Local
4490,"Great place, nice urban concrete atmosfaire -but a little bit to expensive food with the image in mind, they are trying to create for them selves!","Kongens Lyngby, Denmark","<span class=""ui_bubble_rating bubble_40""></span>",,40, Denmark,Local
5287,This is listed by many articles as the best pizza in Copenhagen which seems to be a ibt of an exaggeration. It is good but nothing special. We were there on a Saturday evening and had a table outside. The tables outside are extremely small...More,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_30""></span>",,30, Denmark,Local
5300,We got I think the rudeness waiter.. answering in a really bad way and making us feeling uncomfortable. The pizza was regular.. the mozzarella was a real Italian mozzarella or a cheap cheese? And at the end they get even upset because we were leaving...More,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_10""></span>",,10, Denmark,Local
5312,"Perhaps our party of 9 were unlucky this sunny May day, but the pizzas disappointed everyone greatly. They were without a lot of taste when we finally got them after asking several times.
The service from the staff was unprofessional but friendly, except from the...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_20""></span>",,20, Denmark,Local
5318,"Nice place to go with groups, but usually very busy. Pizzas are really big, worth sharing between people to try as many as possible.","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_40""></span>",,40, Denmark,Local
5328,"I've enjoyed Mother in the 4 years I've been in Denmark.  In the past year, it has changed and not at all in a good way.  The pizza is still decent especially if they can serve it hot.  But the service needs a lot of...More","Gentofte Municipality, Denmark","<span class=""ui_bubble_rating bubble_20""></span>",,20, Denmark,Local
5336,"Really lousy experience! Went to ""Mother"" on a company outing. Turned out that we only had the table for two hours, which I guess would have been fine if they hadn't waited a full hour bringing the food. At the two-hour mark - with coffee...More","Aarhus, Denmark","<span class=""ui_bubble_rating bubble_20""></span>",,20, Denmark,Local
5338,"quality of the pizza is not anymore at the same level.
After 6 years quality of the pizza and experience itself you can live at Mother changed a lot.
I won't chose it anymore.","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_20""></span>",,20, Denmark,Local
5342,"Celebrating our daughters birthday was a mixed experience. Doing dinner at Mothers in Koedbyen, which was very full of people and noisy but that’s how it is. Waiters were not a 100% up to speed forgetting stuff and comming later. The antipasto was good selection...More","Soborg, Denmark","<span class=""ui_bubble_rating bubble_30""></span>",,30, Denmark,Local
5345,"I visited Mother with a friend of mine. The place is usually very busy, so I recommend  booking a table, if you don't want to wait for a long time. The atmosphere was really nice there, it is a nice looking restaurant. We both enjoyed...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_40""></span>",,40, Denmark,Local
5355,The pizzas are so tasty and overwhelming that this is a top Pick place to go for pizza and very Well situated in the meatpacking district,"Kongens Lyngby, Denmark","<span class=""ui_bubble_rating bubble_50""></span>",,50, Denmark,Local
5359,"We were two people, we had reserved a table so no wait :)

we were taken into the back and let me tell you the tables in this resturant is so packed that there is max 10 cm space between the tables making it impossible...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_20""></span>",,20, Denmark,Local
5363,"Vent there with my wife, on a Thursday and ordered a veggie pizza without cheese. The restaurant was busy and the staff was running around like crazy. We were served by 4 different people, which was confusing. The pizza I ordered, did not reach my...More","Skanderborg, Denmark","<span class=""ui_bubble_rating bubble_30""></span>",,30, Denmark,Local
5383,"Very bad service, booked table for 10 people and arrived on time but no coordination by the restaurant (table not ready). Quality of food not as good as 1 year ago. Fewer fructs purposed, tomato and mozzarella not renewed for customer. In general we don't...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_20""></span>",,20, Denmark,Local
5398,"We came to Mother wednesday evening, where they weren't so busy and got a table straight away. First thing I was very surprised about was the prices - they are really really high, but OK, we have paid more than 20 Euro for a pizza...More","Roedovre, Denmark","<span class=""ui_bubble_rating bubble_20""></span>",,20, Denmark,Local
5407,Most boring and tasteless pizza I’ve had for years. At the same time the most expensive I've ever had! Also my colleague was very disappointed by his pizza. Never again!,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_10""></span>",,10, Denmark,Local
5421,"I have been to Mother many times and I never get tired of it! It is the only place where I eat all the crust because it is so good!
Fair warning - wait time for tables is very long, so if you are in...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_50""></span>",,50, Denmark,Local
5424,"We came, a group of 8, on a Friday evening, and the place was filled up. Since it was a warm day, we couldn't sit indoors, so we had to wait 30-40 minutes to get a table. Right next to the loudspeakers, who played VERY...More","Birkerod, Denmark","<span class=""ui_bubble_rating bubble_20""></span>",,20, Denmark,Local
5425,I visit this place 2-3 times a year! Its in the hyped mestpacking district. Do yourself a favor and make a reservation or else you can wait a hour to be seated. Compared to other italian restaurants this has a basic pizza menu and not...More,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_40""></span>",,40, Denmark,Local
5436,The location in Kødbyen gives the place a great atmosphere. The pizza are good and the service is friendly.,"Espergaerde, Denmark","<span class=""ui_bubble_rating bubble_30""></span>",,30, Denmark,Local
5444,"We took spontanous visit to Mother restaurant. It was saturday afternoon, about 4 o'clock and place was almost full. We've been seated and told that they only serve pizzas that day, no antipasti, no apetizers. We waited to order pizza about 20 minutes, as kitchen...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_50""></span>",,50, Denmark,Local
5452,"I really love this place. One of my favourite restaurants in the meatpacking district. It serves amazing and true Italian pizza. And it has a cool, relaxed vibe, nice staff and good music. 
In the summer the terrace is a must, and in the cold...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_50""></span>",,50, Denmark,Local
5453,"The food is delicious and tasteful too...

The restaurant toilets are not clean, with very bad smell...

The food quality is high, and good wine too.

The waiter was to busy! I was setting with a cash cow feeling.","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_30""></span>",,30, Denmark,Local
5458,"If you’re looking for a nice pizza in a trendy part of Copenhagen then look no further than this establishment.

Great music and ambience, as well as friendly staff and wood fire ovens baking pizza 🍕🍕🍕","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_40""></span>",,40, Denmark,Local
5460,"excellent Pizza, I had the classical Margherita, which was exactly as it should. Start your evening here and then go on in the area","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_40""></span>",,40, Denmark,Local
5471,"Located in the fashionable Kødbyen, Mother is in the top range of Pizza places. Wood fired owen and a wuite simple ambiance providevthe setting for basic but great authentic Pizza.","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_40""></span>",,40, Denmark,Local
5473,"My wife and I visited for Sunday brunch, and the popularity was immediately evident, with around 15 people queueing outside the doors, that opened promptly at 10am. I was quite happy to see a different selection than the sausages, bacon and scrambled eggs you see...More","Hillerod, Denmark","<span class=""ui_bubble_rating bubble_40""></span>",,40, Denmark,Local
5476,"Once again disappointed!!

Staff is overwhelmed and don t have a clue what is on the menu and can t help.

Table is for 2h!! So don t even thing about ordering extra pizza or you ll not be allowed to buy a dessert! And...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_20""></span>",,20, Denmark,Local
5477,"Had a fine meal with colleagues here. Service was nice and pretty fast. The pizzas were fine, but honestly didnt find them to be on par with the extremely high prices (for a pizza).","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_30""></span>",,30, Denmark,Local
5487,"Good value for money, nice and cozy place in the meat packing district. Fast service. 

The pizzas are VERY good, especially enjoy when baked in stone oven. 

Would recommend, not the last time I've been there","Frederiksberg, Denmark","<span class=""ui_bubble_rating bubble_40""></span>",,40, Denmark,Local
5488,"If you are a fan of Italian food you should not miss out on the wonderful down to earth place in the meat district in Copenhagen. The brunch buffet offers a wide range of Italian dishes, hot and cold. In the summer you can sit...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_40""></span>",,40, Denmark,Local
5508,"Way too expensive for an average service and a burned pizza. This might have been a unfortunate case, but the pizza was nothing special anyway, even if the ingredients are of good quality.","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_20""></span>",,20, Denmark,Local
5509,Really  cosy atmosphere but why destroy it with loud Music from car speakers - it spoiled conversation,"Kerteminde, Denmark","<span class=""ui_bubble_rating bubble_30""></span>",,30, Denmark,Local
5523,"Worst service in 2017. Waited for over 40 minutes just to get drinks a Friday night. Now it's Saturday, still waiting for the pizzas, so no recommendation on those.","Frederiksberg, Denmark","<span class=""ui_bubble_rating bubble_10""></span>",,10, Denmark,Local
5527,"They serve great pizza but overall it's a little too much... too many people, rushy service, too pricey. But, great pizza!","Aarhus, Denmark","<span class=""ui_bubble_rating bubble_40""></span>",,40, Denmark,Local
5539,Central location ans relaxed vibe among fancier restaurants draws alot of people to this place. Pizza is mediocre -I have been here 3 times with 3 different persons and none of the times were specifically mindblowing or even good. Unfortunately just like any neighbourhood pizzeria....More,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_20""></span>",,20, Denmark,Local
5552,"I visited Mother for 2-3 years ago with a group of friends and recalled a positiv experience

So assured I invited my wife to celebrate my birthday, just the 2 of us at Mother.

The starter was a tasteless bread with way to much oil,...More","Maeloev, Denmark","<span class=""ui_bubble_rating bubble_10""></span>",,10, Denmark,Local
5555,"This place was recommended to us by a friend. The location was a bit weird so we were hesitant, but boy was it worth it! Service was not necessarily the best, but the pizza was absolutely delicious!","Aalborg, Denmark","<span class=""ui_bubble_rating bubble_40""></span>",,40, Denmark,Local
5567,So ive been here three or four times. Their pizzas are the best I've had in Copenhagen and brunch on the weekend is outstanding. All this not to mention the super trendy location!,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_50""></span>",,50, Denmark,Local
5575,I actually made a review of Mother 3-4 years ago. It was the best pizza north of the Alps. Yesterday I was back with great expectations together with my wife. I had Gorgonzola and my wife had the Bufalo. The sourdough pizza base was soft...More,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_30""></span>",,30, Denmark,Local
5589,"I've visited the pizzeria/restaurant with my girlfriend and my baby son on a saturday lunch, the place wasn't busy at all but we waited about 20 minutes for the change from lunch to dinner service, that's just normal, in the meantime we had a drink...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_20""></span>",,20, Denmark,Local
5604,"Completely hectic with lots of Tourists coming and going, but the pizza is to die for😀 in the back you can sit and relax until your table is ready and have a drink or two.","Kongens Lyngby, Denmark","<span class=""ui_bubble_rating bubble_50""></span>",,50, Denmark,Local
5646,"This famous Copenhagen restaurant brought the real Italian pizza to Scandinavia. Discover what a real, traditional and healthy pizza tastes like. We were a dozen friends having dinner at Mother for a birthday celebration event. Not only the food was excellent, but the service and...More","Langeland, Denmark","<span class=""ui_bubble_rating bubble_50""></span>",,50, Denmark,Local
5649,"Went to Kødbyen on a sunday around 5 pm, desperate for a drink and a meal later.
We went to Mother which seemed the liveliest place at that particular time.
Had perfect Aperol Spritzers and decided to stay for dinner also.
Antipasti, Bruschettas and amazing...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_50""></span>",,50, Denmark,Local
5658,"Got today's pasta dish. 10-12 pieces of pasta (penne look a like) with tomatosauce and 3-4 pieces of panchetta (1cm x 1cm) for 115kr - 15€. Come on, my son that's 2 years old eats more and I even had to ask for bread as...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_10""></span>",,10, Denmark,Local
5668,"If you live in Copenhagen you know that Mother has good pizza and that you will have to steel yourself with bad service to get it. Depending on your mood, go. Or don't.","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_30""></span>",,30, Denmark,Local
5695,"Had a nice Italian pizza in a non-posh atmosphere. Focus is clearly on the food, not the seating. Will be back.","Aarhus, Denmark","<span class=""ui_bubble_rating bubble_40""></span>",,40, Denmark,Local
5698,Ate here on a busy Friday night. After a bit of a mix up when someone else took our table we were eventually seated and had great pizzas all round. Would recommend.,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_40""></span>",,40, Denmark,Local
5705,"Lets start with the good things first, the pizza is very good no doubt about that, really nice dough and good quality incredients are used for the topping. Besides that the service is terrible, which might be the result of the owner yelling at every...More","Copenhagen Region, Denmark","<span class=""ui_bubble_rating bubble_10""></span>",,10, Denmark,Local
5710,"I was there for a brunch buffet, and I quite enjoyed the food. Basically you have some salads and cheeses to choose from, and then pizzas, bread with different toppings, juices, and some muffins fruits for desert. 
The salad buffet was quite bland and nothing...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_40""></span>",,40, Denmark,Local
5725,"Although a bit too hyped and pricy, this restaurant serves amazing pizzas in a relaxed environment. Be sure to grab a drink from the bar next door while you wait for a table.","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_40""></span>",,40, Denmark,Local
5748,Finally got around to trying Mother and was really looking forward to it based on how many good things I have heard about it. My boyfriend and I were both very disappointed. He ordered their pasta dish of the day and I ordered a regular...More,"Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_20""></span>",,20, Denmark,Local
5751,"The service was great - the kids got a pice of dough to play with while the food was being prepared on the other side of the plastic screen. 
The atmosphere is industrial-Italian - super cool!
We had the panini, which was tasty and crispy....More","Hillerod, Denmark","<span class=""ui_bubble_rating bubble_30""></span>",,30, Denmark,Local
5763,"I have been here a few times, and everytime I was surpriced at just how tasty and great the pizza was! Very nice staff - most englishspeaking. Great vibe indoors, also possible to sit outside during summer. I sat outside the last time I was...More","Copenhagen, Denmark","<span class=""ui_bubble_rating bubble_50""></span>",,50, Denmark,Local
5771,"Nice and cozy atmosphere, staff attentive and funny, pizzas a bit overrated but nice, not that special. Kodbyen a fantastic place and would definitely go to Mothers again","Vejle, Denmark","<span class=""ui_bubble_rating bubble_40""></span>",,40, Denmark,Local
5772,"Looked forward to trying their pizzas, but the best part of the night was the company. 
Waitresses seemed disorientated,  service level not great. When asked why our Prosecco was not opened at table,  they replied that is just the way we do it.
We ordered...More","Copenhagen Region, Denmark","<span class=""ui_bubble_rating bubble_30""></span>",,30, Denmark,Local
5792,"We went there for a casual business dinner but I guess we shouldn't have. This is a pizza joint, nothing else than that. They might try to give you another impression of something urban-street-Latin-quarter whatever but don't get fooled. 

The starters where good, I must...More","Frederikssund, Denmark","<span class=""ui_bubble_rating bubble_20""></span>",,20, Denmark,Local
